locus_tag	ftype	length_bp	gene	EC_number	COG	product
EHJGGDGK_00097	CDS	453	rplM		COG0102	50S ribosomal protein L13
EHJGGDGK_00098	CDS	1212	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
EHJGGDGK_00099	CDS	351				hypothetical protein
EHJGGDGK_00100	CDS	975				hypothetical protein
EHJGGDGK_00101	CDS	753				hypothetical protein
EHJGGDGK_00102	CDS	1431	sdcS			Sodium-dependent dicarboxylate transporter SdcS
EHJGGDGK_00103	CDS	2403	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
EHJGGDGK_00104	CDS	435				hypothetical protein
EHJGGDGK_00105	CDS	1998				hypothetical protein
EHJGGDGK_00106	CDS	954				hypothetical protein
EHJGGDGK_00107	CDS	510	def	3.5.1.88		Peptide deformylase
EHJGGDGK_00108	CDS	1035	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
EHJGGDGK_00109	CDS	966				hypothetical protein
EHJGGDGK_00110	CDS	2082	yoaA	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
EHJGGDGK_00111	CDS	405				hypothetical protein
EHJGGDGK_00112	CDS	1260				hypothetical protein
EHJGGDGK_00113	CDS	630				hypothetical protein
EHJGGDGK_00114	CDS	477				hypothetical protein
EHJGGDGK_00115	CDS	1644				hypothetical protein
EHJGGDGK_00116	CDS	216				hypothetical protein
EHJGGDGK_00117	CDS	636				hypothetical protein
EHJGGDGK_00118	CDS	132				hypothetical protein
EHJGGDGK_00119	CDS	429				hypothetical protein
EHJGGDGK_00120	CDS	2253				hypothetical protein
EHJGGDGK_00121	CDS	2742				hypothetical protein
EHJGGDGK_00122	CDS	975				hypothetical protein
EHJGGDGK_00123	CDS	195				hypothetical protein
EHJGGDGK_00124	CDS	579				hypothetical protein
EHJGGDGK_00125	CDS	1533		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
EHJGGDGK_00126	CDS	1176				hypothetical protein
EHJGGDGK_00127	CDS	1014	purM	6.3.3.1		Phosphoribosylformylglycinamidine cyclo-ligase
EHJGGDGK_00128	CDS	642				hypothetical protein
EHJGGDGK_00129	CDS	2268	glgX	3.2.1.-	COG1523	Glycogen operon protein GlgX 
EHJGGDGK_00130	CDS	309				hypothetical protein
EHJGGDGK_00131	CDS	195				hypothetical protein
EHJGGDGK_00132	CDS	2490				hypothetical protein
EHJGGDGK_00133	CDS	1536				hypothetical protein
EHJGGDGK_00134	CDS	3294				hypothetical protein
EHJGGDGK_00135	CDS	762				hypothetical protein
EHJGGDGK_00136	CDS	1317				hypothetical protein
EHJGGDGK_00137	CDS	498	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
EHJGGDGK_00138	CDS	1164	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
EHJGGDGK_00139	CDS	1461	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
EHJGGDGK_00140	CDS	3102	bamA			Outer membrane protein assembly factor BamA
EHJGGDGK_00141	CDS	507				hypothetical protein
EHJGGDGK_00142	CDS	2229	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EHJGGDGK_00143	CDS	864				hypothetical protein
EHJGGDGK_00144	CDS	399	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EHJGGDGK_00145	CDS	2406				hypothetical protein
EHJGGDGK_00146	CDS	171				hypothetical protein
EHJGGDGK_00147	CDS	252	glnH_2		COG0834	Glutamine-binding periplasmic protein
EHJGGDGK_00148	CDS	1059				hypothetical protein
EHJGGDGK_00149	CDS	2097				hypothetical protein
EHJGGDGK_00150	CDS	546				hypothetical protein
EHJGGDGK_00151	CDS	1875				hypothetical protein
EHJGGDGK_00152	CDS	888				hypothetical protein
EHJGGDGK_00153	CDS	717				hypothetical protein
EHJGGDGK_00154	CDS	936				hypothetical protein
EHJGGDGK_00155	CDS	399				hypothetical protein
EHJGGDGK_00156	CDS	1059		1.6.3.5	COG3380	Renalase
EHJGGDGK_00157	CDS	486				hypothetical protein
EHJGGDGK_00158	CDS	735	mshB	3.5.1.103		1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase
EHJGGDGK_00159	CDS	1245	cbiET		COG2241	Cobalamin biosynthesis bifunctional protein CbiET
EHJGGDGK_00160	CDS	333	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
EHJGGDGK_00161	CDS	501	iscS_1	2.8.1.7	COG1104	Cysteine desulfurase IscS
EHJGGDGK_00162	CDS	564	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
EHJGGDGK_00163	CDS	1083				hypothetical protein
EHJGGDGK_00164	CDS	1233	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EHJGGDGK_00165	CDS	1872	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
EHJGGDGK_00166	CDS	1380				hypothetical protein
EHJGGDGK_00167	CDS	996	aroB_1	4.2.3.4	COG0337	3-dehydroquinate synthase
EHJGGDGK_00168	CDS	228				hypothetical protein
EHJGGDGK_00169	CDS	600				hypothetical protein
EHJGGDGK_00170	CDS	909	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
EHJGGDGK_00171	CDS	132				hypothetical protein
EHJGGDGK_00172	CDS	294				hypothetical protein
EHJGGDGK_00173	CDS	495				hypothetical protein
EHJGGDGK_00174	CDS	828				hypothetical protein
EHJGGDGK_00175	CDS	678				hypothetical protein
EHJGGDGK_00176	CDS	1302				hypothetical protein
EHJGGDGK_00177	CDS	1269				hypothetical protein
EHJGGDGK_00178	CDS	243				hypothetical protein
EHJGGDGK_00179	CDS	540				hypothetical protein
EHJGGDGK_00180	CDS	843	acs_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
EHJGGDGK_00181	CDS	222				hypothetical protein
EHJGGDGK_00182	CDS	1077				hypothetical protein
EHJGGDGK_00183	CDS	843	punA_1	2.4.2.1	COG0005	Purine nucleoside phosphorylase 1
EHJGGDGK_00184	CDS	414				hypothetical protein
EHJGGDGK_00185	CDS	369				hypothetical protein
EHJGGDGK_00186	CDS	1230	argJ		COG1364	Arginine biosynthesis bifunctional protein ArgJ
EHJGGDGK_00187	CDS	1095		3.4.24.-	COG0612	putative zinc protease
EHJGGDGK_00188	CDS	1512				hypothetical protein
EHJGGDGK_00189	CDS	642				hypothetical protein
EHJGGDGK_00190	CDS	1041	iolX	1.1.1.370	COG0673	scyllo-inositol 2-dehydrogenase (NAD(+))
EHJGGDGK_00191	CDS	948	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
EHJGGDGK_00192	CDS	627				hypothetical protein
EHJGGDGK_00193	CDS	792				hypothetical protein
EHJGGDGK_00194	CDS	2313				hypothetical protein
EHJGGDGK_00195	CDS	1059	atoC_1		COG2204	Regulatory protein AtoC
EHJGGDGK_00196	CDS	321				hypothetical protein
EHJGGDGK_00197	CDS	837				hypothetical protein
EHJGGDGK_00198	CDS	1230				hypothetical protein
EHJGGDGK_00199	CDS	1620				hypothetical protein
EHJGGDGK_00200	CDS	174				hypothetical protein
EHJGGDGK_00201	CDS	687	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
EHJGGDGK_00202	CDS	993	pstS		COG0226	Phosphate-binding protein PstS
EHJGGDGK_00203	CDS	273				hypothetical protein
EHJGGDGK_00204	CDS	132				hypothetical protein
EHJGGDGK_00205	CDS	255				hypothetical protein
EHJGGDGK_00206	CDS	543				hypothetical protein
EHJGGDGK_00207	CDS	2904	acrF		COG0841	Multidrug export protein AcrF
EHJGGDGK_00208	CDS	546				hypothetical protein
EHJGGDGK_00209	CDS	462				hypothetical protein
EHJGGDGK_00210	CDS	297				hypothetical protein
EHJGGDGK_00211	CDS	1953	clcB			Voltage-gated ClC-type chloride channel ClcB
EHJGGDGK_00212	tRNA	75				tRNA-Val(gac)
EHJGGDGK_00213	CDS	1728				hypothetical protein
EHJGGDGK_00214	CDS	129				hypothetical protein
EHJGGDGK_00215	CDS	513		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
EHJGGDGK_00216	CDS	282				hypothetical protein
EHJGGDGK_00217	CDS	1035				hypothetical protein
EHJGGDGK_00218	CDS	945				hypothetical protein
EHJGGDGK_00219	CDS	1386		1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
EHJGGDGK_00220	CDS	1308	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
EHJGGDGK_00221	CDS	3027	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
EHJGGDGK_00222	CDS	1332	pdhC	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
EHJGGDGK_00223	CDS	2847	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
EHJGGDGK_00224	CDS	1422	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
EHJGGDGK_00225	CDS	1515				hypothetical protein
EHJGGDGK_00226	tRNA	83				tRNA-Leu(tag)
EHJGGDGK_00227	CDS	312				hypothetical protein
EHJGGDGK_00228	CDS	312				hypothetical protein
EHJGGDGK_00229	CDS	393				hypothetical protein
EHJGGDGK_00230	CDS	519				hypothetical protein
EHJGGDGK_00231	CDS	576				hypothetical protein
EHJGGDGK_00232	CDS	303				hypothetical protein
EHJGGDGK_00233	CDS	1290	clpX			ATP-dependent Clp protease ATP-binding subunit ClpX
EHJGGDGK_00234	CDS	1128	aspC	2.6.1.1	COG0436	Aspartate aminotransferase
EHJGGDGK_00235	CDS	1191	resA_1			Thiol-disulfide oxidoreductase ResA
EHJGGDGK_00236	CDS	1827				hypothetical protein
EHJGGDGK_00237	CDS	855				hypothetical protein
EHJGGDGK_00238	CDS	426				hypothetical protein
EHJGGDGK_00239	CDS	159				hypothetical protein
EHJGGDGK_00240	CDS	180				hypothetical protein
EHJGGDGK_00241	CDS	1278	iolG_2	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
EHJGGDGK_00242	CDS	1140				hypothetical protein
EHJGGDGK_00243	CDS	261				hypothetical protein
EHJGGDGK_00244	CDS	960				hypothetical protein
EHJGGDGK_00245	CDS	2913				hypothetical protein
EHJGGDGK_00246	CDS	1587				hypothetical protein
EHJGGDGK_00247	CDS	537				hypothetical protein
EHJGGDGK_00248	CDS	1005				hypothetical protein
EHJGGDGK_00249	CDS	693	scpB_1			Segregation and condensation protein B
EHJGGDGK_00250	CDS	111				hypothetical protein
EHJGGDGK_00251	CDS	597				hypothetical protein
EHJGGDGK_00252	CDS	993				hypothetical protein
EHJGGDGK_00253	CDS	168				hypothetical protein
EHJGGDGK_00254	CDS	933				hypothetical protein
EHJGGDGK_00255	CDS	819				hypothetical protein
EHJGGDGK_00256	CDS	1242	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
EHJGGDGK_00257	CDS	1341				hypothetical protein
EHJGGDGK_00258	CDS	207				hypothetical protein
EHJGGDGK_00259	CDS	486				hypothetical protein
EHJGGDGK_00260	CDS	1230				hypothetical protein
EHJGGDGK_00261	CDS	1116				hypothetical protein
EHJGGDGK_00262	CDS	1566				hypothetical protein
EHJGGDGK_00263	CDS	759		3.1.6.-		Ulvan-active sulfatase
EHJGGDGK_00264	CDS	1215				hypothetical protein
EHJGGDGK_00265	CDS	132				hypothetical protein
EHJGGDGK_00266	CDS	408				hypothetical protein
EHJGGDGK_00267	CDS	525				hypothetical protein
EHJGGDGK_00268	CDS	1677				hypothetical protein
EHJGGDGK_00269	CDS	330				hypothetical protein
EHJGGDGK_00270	CDS	390	vapC	3.1.-.-		tRNA(fMet)-specific endonuclease VapC
EHJGGDGK_00271	CDS	408	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
EHJGGDGK_00272	CDS	132				hypothetical protein
EHJGGDGK_00273	CDS	1347				hypothetical protein
EHJGGDGK_00274	CDS	828	cheR1	2.1.1.80		Chemotaxis protein methyltransferase 1
EHJGGDGK_00275	CDS	2400	cheA	2.7.13.3	COG0643	Chemotaxis protein CheA
EHJGGDGK_00276	CDS	591				hypothetical protein
EHJGGDGK_00277	CDS	447	cheD	3.5.1.44	COG1871	Chemoreceptor glutamine deamidase CheD
EHJGGDGK_00278	CDS	390	cheY		COG0784	Chemotaxis protein CheY
EHJGGDGK_00279	CDS	759				Green-light absorbing proteorhodopsin
EHJGGDGK_00280	CDS	1206	asrA		COG1145	Anaerobic sulfite reductase subunit A
EHJGGDGK_00281	CDS	873	asrB		COG0543	Anaerobic sulfite reductase subunit B
EHJGGDGK_00282	CDS	783				hypothetical protein
EHJGGDGK_00283	CDS	660				hypothetical protein
EHJGGDGK_00284	CDS	756	rnc	3.1.26.3	COG0571	Ribonuclease 3
EHJGGDGK_00285	CDS	591				hypothetical protein
EHJGGDGK_00286	CDS	300				hypothetical protein
EHJGGDGK_00287	CDS	1110				hypothetical protein
EHJGGDGK_00288	CDS	963				hypothetical protein
EHJGGDGK_00289	CDS	1065	iolG_3	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
EHJGGDGK_00290	CDS	1152	msuD	1.14.14.5	COG2141	Methanesulfonate monooxygenase
EHJGGDGK_00291	CDS	129				hypothetical protein
EHJGGDGK_00292	CDS	321	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
EHJGGDGK_00293	CDS	1170	pilT		COG2805	Twitching mobility protein
EHJGGDGK_00294	CDS	1878				hypothetical protein
EHJGGDGK_00295	CDS	765				hypothetical protein
EHJGGDGK_00296	CDS	951	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
EHJGGDGK_00297	CDS	465				Putative universal stress protein
EHJGGDGK_00298	CDS	144	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
EHJGGDGK_00299	CDS	216				hypothetical protein
EHJGGDGK_00300	CDS	2061				hypothetical protein
EHJGGDGK_00301	CDS	519				hypothetical protein
EHJGGDGK_00302	CDS	816				hypothetical protein
EHJGGDGK_00303	CDS	729	tcyC	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
EHJGGDGK_00304	CDS	1041				hypothetical protein
EHJGGDGK_00305	CDS	783	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
EHJGGDGK_00306	CDS	279				hypothetical protein
EHJGGDGK_00307	CDS	294				hypothetical protein
EHJGGDGK_00308	CDS	1236	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
EHJGGDGK_00309	CDS	189				hypothetical protein
EHJGGDGK_00310	CDS	2589				hypothetical protein
EHJGGDGK_00311	CDS	1452				hypothetical protein
EHJGGDGK_00312	CDS	1008				hypothetical protein
EHJGGDGK_00313	CDS	1224				hypothetical protein
EHJGGDGK_00314	CDS	219				hypothetical protein
EHJGGDGK_00315	CDS	264				hypothetical protein
EHJGGDGK_00316	CDS	2148				hypothetical protein
EHJGGDGK_00317	CDS	1044				hypothetical protein
EHJGGDGK_00318	CDS	855				hypothetical protein
EHJGGDGK_00319	CDS	1011	capD	5.1.3.2	COG1086	UDP-glucose 4-epimerase
EHJGGDGK_00320	CDS	1155	wbpI	5.1.3.23	COG0381	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase
EHJGGDGK_00321	CDS	1872				hypothetical protein
EHJGGDGK_00322	CDS	1290				hypothetical protein
EHJGGDGK_00323	CDS	951	fcl	1.1.1.271	COG0451	GDP-L-fucose synthase
EHJGGDGK_00324	CDS	684				hypothetical protein
EHJGGDGK_00325	CDS	1308	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
EHJGGDGK_00326	CDS	540				hypothetical protein
EHJGGDGK_00327	CDS	1281				hypothetical protein
EHJGGDGK_00328	CDS	459				hypothetical protein
EHJGGDGK_00329	CDS	477				hypothetical protein
EHJGGDGK_00330	CDS	573	gadA	4.1.1.15	COG0076	Glutamate decarboxylase
EHJGGDGK_00331	CDS	771				hypothetical protein
EHJGGDGK_00332	CDS	417				hypothetical protein
EHJGGDGK_00333	tRNA	73				tRNA-Cys(gca)
EHJGGDGK_00334	CDS	738	rex		COG2344	Redox-sensing transcriptional repressor Rex
EHJGGDGK_00335	CDS	3534	pknD_2	2.7.11.1		Serine/threonine-protein kinase PknD
EHJGGDGK_00336	CDS	1281				hypothetical protein
EHJGGDGK_00337	CDS	981				hypothetical protein
EHJGGDGK_00338	CDS	1056				hypothetical protein
EHJGGDGK_00339	CDS	210				hypothetical protein
EHJGGDGK_00340	CDS	372				hypothetical protein
EHJGGDGK_00341	tRNA	72				tRNA-Gln(ttg)
EHJGGDGK_00342	CDS	555				hypothetical protein
EHJGGDGK_00343	CDS	1077				hypothetical protein
EHJGGDGK_00344	CDS	1350	purA	6.3.4.4		Adenylosuccinate synthetase
EHJGGDGK_00345	CDS	1005	ilvC	1.1.1.382		Ketol-acid reductoisomerase (NAD(+))
EHJGGDGK_00346	CDS	525	ilvH	2.2.1.6	COG0440	Putative acetolactate synthase small subunit
EHJGGDGK_00347	CDS	723	rpsB			30S ribosomal protein S2
EHJGGDGK_00348	CDS	579				hypothetical protein
EHJGGDGK_00349	CDS	1125				Cys-loop ligand-gated ion channel
EHJGGDGK_00350	CDS	1179				hypothetical protein
EHJGGDGK_00351	CDS	495				hypothetical protein
EHJGGDGK_00352	CDS	1329	mdtA_1			Multidrug resistance protein MdtA
EHJGGDGK_00353	CDS	519				hypothetical protein
EHJGGDGK_00354	CDS	1011				hypothetical protein
EHJGGDGK_00355	CDS	951				hypothetical protein
EHJGGDGK_00356	CDS	675				hypothetical protein
EHJGGDGK_00357	CDS	492				hypothetical protein
EHJGGDGK_00358	CDS	423				hypothetical protein
EHJGGDGK_00359	CDS	612				hypothetical protein
EHJGGDGK_00360	CDS	303				hypothetical protein
EHJGGDGK_00361	CDS	2319				hypothetical protein
EHJGGDGK_00362	CDS	1248				hypothetical protein
EHJGGDGK_00363	CDS	834	iolO	5.1.3.-	COG1082	5-keto-L-gluconate epimerase
EHJGGDGK_00364	CDS	456	rbsD	5.4.99.62		D-ribose pyranase
EHJGGDGK_00365	CDS	933	pld1	1.1.1.107		Pyridoxal 4-dehydrogenase
EHJGGDGK_00366	CDS	771				hypothetical protein
EHJGGDGK_00367	CDS	1029	lgoD	1.1.1.414	COG1063	L-galactonate-5-dehydrogenase
EHJGGDGK_00368	CDS	549				hypothetical protein
EHJGGDGK_00369	CDS	1302	mntH		COG1914	Divalent metal cation transporter MntH
EHJGGDGK_00370	CDS	3585				hypothetical protein
EHJGGDGK_00371	CDS	1263				hypothetical protein
EHJGGDGK_00372	CDS	1359				hypothetical protein
EHJGGDGK_00373	CDS	771	nagB_1	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase 1
EHJGGDGK_00374	CDS	942	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
EHJGGDGK_00375	CDS	1641				hypothetical protein
EHJGGDGK_00376	CDS	804	opuCA		COG1125	Glycine betaine/carnitine/choline transport ATP-binding protein OpuCA
EHJGGDGK_00377	CDS	1074	egtD	2.1.1.44	COG4301	Histidine N-alpha-methyltransferase
EHJGGDGK_00378	CDS	3567	mscK		COG3264	Mechanosensitive channel MscK
EHJGGDGK_00379	CDS	861				hypothetical protein
EHJGGDGK_00380	CDS	1338	amtB			Ammonia channel
EHJGGDGK_00381	CDS	816				hypothetical protein
EHJGGDGK_00382	CDS	597	pdxH_1	1.4.3.5		Pyridoxine/pyridoxamine 5'-phosphate oxidase
EHJGGDGK_00383	CDS	336				hypothetical protein
EHJGGDGK_00384	CDS	741				hypothetical protein
EHJGGDGK_00385	CDS	471				hypothetical protein
EHJGGDGK_00386	CDS	462				hypothetical protein
EHJGGDGK_00387	CDS	444				hypothetical protein
EHJGGDGK_00388	CDS	312				hypothetical protein
EHJGGDGK_00389	CDS	1152	metC	4.4.1.13	COG0626	Cystathionine beta-lyase
EHJGGDGK_00390	CDS	1206	mdeA	4.4.1.11		L-methionine gamma-lyase
EHJGGDGK_00391	CDS	1740	bamB_1			Outer membrane protein assembly factor BamB
EHJGGDGK_00392	CDS	771	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
EHJGGDGK_00393	CDS	423				hypothetical protein
EHJGGDGK_00394	CDS	348				hypothetical protein
EHJGGDGK_00395	CDS	363				hypothetical protein
EHJGGDGK_00396	CDS	519				hypothetical protein
EHJGGDGK_00397	CDS	732				hypothetical protein
EHJGGDGK_00398	CDS	939				hypothetical protein
EHJGGDGK_00399	CDS	801				hypothetical protein
EHJGGDGK_00400	CDS	756	btsR		COG3279	Transcriptional regulatory protein BtsR
EHJGGDGK_00401	CDS	1191				hypothetical protein
EHJGGDGK_00402	CDS	3036	secA_1			Protein translocase subunit SecA
EHJGGDGK_00403	CDS	1374	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
EHJGGDGK_00404	CDS	1179	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
EHJGGDGK_00405	CDS	906				hypothetical protein
EHJGGDGK_00406	CDS	1431		2.7.7.-		putative uridylyltransferase
EHJGGDGK_00407	CDS	498				hypothetical protein
EHJGGDGK_00408	CDS	810				hypothetical protein
