locus_tag	ftype	length_bp	gene	EC_number	COG	product
HJOAMCJI_00027	CDS	366				hypothetical protein
HJOAMCJI_00028	CDS	951	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
HJOAMCJI_00029	CDS	552	pyrR			Bifunctional protein pyrR
HJOAMCJI_00030	CDS	930	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
HJOAMCJI_00031	CDS	1287	pyrC	3.5.2.3	COG0044	Dihydroorotase
HJOAMCJI_00032	CDS	429	rplM		COG0102	50S ribosomal protein L13
HJOAMCJI_00033	CDS	393	rpsI		COG0103	30S ribosomal protein S9
HJOAMCJI_00034	CDS	861				hypothetical protein
HJOAMCJI_00035	CDS	621	tsf			Elongation factor Ts
HJOAMCJI_00036	CDS	723	pyrH	2.7.4.22	COG0528	Uridylate kinase
HJOAMCJI_00037	CDS	558	frr		COG0233	Ribosome-recycling factor
HJOAMCJI_00038	CDS	2421				hypothetical protein
HJOAMCJI_00039	CDS	546				hypothetical protein
HJOAMCJI_00040	CDS	1326				hypothetical protein
HJOAMCJI_00041	CDS	1482				hypothetical protein
HJOAMCJI_00042	CDS	594				hypothetical protein
HJOAMCJI_00043	CDS	2772				hypothetical protein
HJOAMCJI_00044	CDS	219				hypothetical protein
HJOAMCJI_00045	CDS	732				hypothetical protein
HJOAMCJI_00046	CDS	1374	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
HJOAMCJI_00047	CDS	189				hypothetical protein
HJOAMCJI_00048	CDS	360				hypothetical protein
HJOAMCJI_00049	CDS	144				hypothetical protein
HJOAMCJI_00050	CDS	1395	puuA	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
HJOAMCJI_00051	CDS	747	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
HJOAMCJI_00052	CDS	1362	spuC	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
HJOAMCJI_00053	CDS	2454				hypothetical protein
HJOAMCJI_00054	CDS	1569	lapB_1			Lipopolysaccharide assembly protein B
HJOAMCJI_00055	CDS	1611				hypothetical protein
HJOAMCJI_00056	CDS	969				hypothetical protein
HJOAMCJI_00057	CDS	2022				hypothetical protein
HJOAMCJI_00058	CDS	2805	btuB_1			Vitamin B12 transporter BtuB
HJOAMCJI_00059	CDS	1365	gabD1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] 1
HJOAMCJI_00060	CDS	2862	gcvP	1.4.4.2		Glycine dehydrogenase (decarboxylating)
HJOAMCJI_00061	CDS	618	dck	2.7.1.74	COG1428	Deoxyadenosine/deoxycytidine kinase
HJOAMCJI_00062	CDS	633	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
HJOAMCJI_00063	CDS	1110	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
HJOAMCJI_00064	CDS	3204	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
HJOAMCJI_00065	CDS	1101	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
HJOAMCJI_00066	CDS	2310				hypothetical protein
HJOAMCJI_00067	CDS	756				hypothetical protein
HJOAMCJI_00068	CDS	2958				hypothetical protein
HJOAMCJI_00069	CDS	729				hypothetical protein
HJOAMCJI_00070	CDS	14211				hypothetical protein
HJOAMCJI_00071	CDS	705				hypothetical protein
HJOAMCJI_00072	CDS	627	resA_1			Thiol-disulfide oxidoreductase ResA
HJOAMCJI_00073	CDS	816				hypothetical protein
HJOAMCJI_00074	CDS	1119				hypothetical protein
HJOAMCJI_00075	CDS	1119				hypothetical protein
HJOAMCJI_00076	CDS	864				hypothetical protein
HJOAMCJI_00077	CDS	834				hypothetical protein
HJOAMCJI_00078	CDS	417				hypothetical protein
HJOAMCJI_00079	CDS	213				hypothetical protein
HJOAMCJI_00080	CDS	354				hypothetical protein
HJOAMCJI_00081	CDS	2001	ligA	6.5.1.2	COG0272	DNA ligase
HJOAMCJI_00082	CDS	1191				hypothetical protein
HJOAMCJI_00083	CDS	318				hypothetical protein
HJOAMCJI_00084	CDS	924	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
HJOAMCJI_00085	CDS	762	yadH		COG0842	Inner membrane transport permease YadH
HJOAMCJI_00086	CDS	681				hypothetical protein
HJOAMCJI_00087	CDS	1476				hypothetical protein
HJOAMCJI_00088	CDS	1215				hypothetical protein
HJOAMCJI_00089	CDS	2763				hypothetical protein
HJOAMCJI_00090	CDS	2973	tolB_1			Tol-Pal system protein TolB
HJOAMCJI_00091	CDS	915				hypothetical protein
HJOAMCJI_00092	CDS	612	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
HJOAMCJI_00093	CDS	612	alkA		COG0122	putative bifunctional transcriptional activator/DNA repair enzyme AlkA
HJOAMCJI_00094	CDS	741				hypothetical protein
HJOAMCJI_00095	CDS	1083	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
HJOAMCJI_00096	CDS	636				hypothetical protein
HJOAMCJI_00097	CDS	405	mcm_1	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
HJOAMCJI_00098	CDS	444	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
HJOAMCJI_00099	CDS	3432	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
HJOAMCJI_00100	CDS	780	cyoE	2.5.1.141		Protoheme IX farnesyltransferase
HJOAMCJI_00101	CDS	864	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
HJOAMCJI_00102	CDS	1062	prfA		COG0216	Peptide chain release factor 1
HJOAMCJI_00103	CDS	963				hypothetical protein
HJOAMCJI_00104	CDS	207	rpmE		COG0254	50S ribosomal protein L31
HJOAMCJI_00105	CDS	1212		2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
HJOAMCJI_00106	CDS	987				hypothetical protein
HJOAMCJI_00107	CDS	1248	rho	3.6.4.-	COG1158	Transcription termination factor Rho
HJOAMCJI_00108	CDS	1266	fpgS	6.3.2.17		Folylpolyglutamate synthase
HJOAMCJI_00109	CDS	804	racE	5.1.1.3	COG0796	Glutamate racemase 1
HJOAMCJI_00110	CDS	1488				hypothetical protein
HJOAMCJI_00111	CDS	1857				hypothetical protein
HJOAMCJI_00112	CDS	1059				hypothetical protein
HJOAMCJI_00113	CDS	213				hypothetical protein
HJOAMCJI_00114	CDS	207				hypothetical protein
HJOAMCJI_00115	CDS	117				hypothetical protein
HJOAMCJI_00116	CDS	915	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
HJOAMCJI_00117	CDS	1089				hypothetical protein
HJOAMCJI_00118	CDS	1110				hypothetical protein
HJOAMCJI_00119	CDS	1296				hypothetical protein
HJOAMCJI_00120	CDS	963				hypothetical protein
HJOAMCJI_00121	CDS	1281	eno	4.2.1.11		Enolase
HJOAMCJI_00122	CDS	345	ftsL_1			Cell division protein FtsL
HJOAMCJI_00123	CDS	576				hypothetical protein
HJOAMCJI_00124	CDS	723				hypothetical protein
HJOAMCJI_00125	CDS	816	pomA_1		COG1291	Chemotaxis protein PomA
HJOAMCJI_00126	CDS	825				hypothetical protein
HJOAMCJI_00127	CDS	912				hypothetical protein
HJOAMCJI_00128	CDS	708	recO			DNA repair protein RecO
HJOAMCJI_00129	CDS	1413	proS	6.1.1.15	COG0442	Proline--tRNA ligase
HJOAMCJI_00130	CDS	855	rlmB	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
HJOAMCJI_00131	CDS	804				hypothetical protein
HJOAMCJI_00132	CDS	1374	mgtE		COG2239	Magnesium transporter MgtE
HJOAMCJI_00133	CDS	1101		2.4.1.336		Beta-monoglucosyldiacylglycerol synthase
HJOAMCJI_00134	CDS	693				hypothetical protein
HJOAMCJI_00135	CDS	384				hypothetical protein
HJOAMCJI_00136	CDS	438	qutE	4.2.1.10		Catabolic 3-dehydroquinase
HJOAMCJI_00137	CDS	1056				hypothetical protein
HJOAMCJI_00138	CDS	1341	surA_1	5.2.1.8		Chaperone SurA
HJOAMCJI_00139	CDS	2400				hypothetical protein
HJOAMCJI_00140	CDS	1092				hypothetical protein
HJOAMCJI_00141	CDS	3177				hypothetical protein
HJOAMCJI_00142	CDS	3519				hypothetical protein
HJOAMCJI_00143	CDS	2016				hypothetical protein
HJOAMCJI_00144	CDS	1539				hypothetical protein
HJOAMCJI_00145	CDS	2196	btuB_2			Vitamin B12 transporter BtuB
HJOAMCJI_00146	CDS	741				hypothetical protein
HJOAMCJI_00147	CDS	852				hypothetical protein
HJOAMCJI_00148	CDS	1020	mreB		COG1077	Cell shape-determining protein MreB
HJOAMCJI_00149	CDS	798				hypothetical protein
HJOAMCJI_00150	CDS	492				hypothetical protein
HJOAMCJI_00151	CDS	1776	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
HJOAMCJI_00152	CDS	1233	mrdB	2.4.1.129		Peptidoglycan glycosyltransferase MrdB
HJOAMCJI_00153	CDS	825	cpoB_2			Cell division coordinator CpoB
HJOAMCJI_00154	CDS	828	glgA	2.4.1.21		Glycogen synthase
HJOAMCJI_00155	CDS	1257				hypothetical protein
HJOAMCJI_00156	CDS	1257				hypothetical protein
HJOAMCJI_00157	CDS	1266	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
HJOAMCJI_00158	CDS	1299	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
HJOAMCJI_00159	CDS	849				hypothetical protein
HJOAMCJI_00160	CDS	936				hypothetical protein
HJOAMCJI_00161	CDS	1809				hypothetical protein
HJOAMCJI_00162	CDS	1359				hypothetical protein
HJOAMCJI_00163	CDS	2724				hypothetical protein
HJOAMCJI_00164	CDS	2937	tolB_2			Tol-Pal system protein TolB
HJOAMCJI_00165	CDS	888				hypothetical protein
HJOAMCJI_00166	CDS	753	bamD			Outer membrane protein assembly factor BamD
HJOAMCJI_00167	CDS	585	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
HJOAMCJI_00168	CDS	921	yrbG		COG0530	Inner membrane protein YrbG
HJOAMCJI_00169	CDS	654	ftsE		COG2884	Cell division ATP-binding protein FtsE
HJOAMCJI_00170	CDS	870	ftsX		COG2177	Cell division protein FtsX
HJOAMCJI_00171	CDS	1029	hrcA		COG1420	Heat-inducible transcription repressor HrcA
HJOAMCJI_00172	CDS	534	grpE		COG0576	Protein GrpE
HJOAMCJI_00173	CDS	1119	dnaJ		COG0484	Chaperone protein DnaJ
HJOAMCJI_00174	CDS	429				hypothetical protein
HJOAMCJI_00175	CDS	756				hypothetical protein
HJOAMCJI_00176	CDS	1674				hypothetical protein
HJOAMCJI_00177	CDS	504	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
HJOAMCJI_00178	CDS	480	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
HJOAMCJI_00179	CDS	1314	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
HJOAMCJI_00180	CDS	975	obg	3.6.5.-		GTPase Obg
HJOAMCJI_00181	CDS	1095				hypothetical protein
HJOAMCJI_00182	tRNA	92				tRNA-Ser(gct)
HJOAMCJI_00183	CDS	480	greA			Transcription elongation factor GreA
HJOAMCJI_00184	CDS	462	umuD	3.4.21.-	COG1974	Protein UmuD
HJOAMCJI_00185	CDS	1176	uctC	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
HJOAMCJI_00186	CDS	1263	umuC		COG0389	Protein UmuC
HJOAMCJI_00187	CDS	672	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
HJOAMCJI_00188	CDS	369				hypothetical protein
HJOAMCJI_00189	CDS	291	bolA_1		COG0271	DNA-binding transcriptional regulator BolA
HJOAMCJI_00190	CDS	387				hypothetical protein
HJOAMCJI_00191	CDS	201				hypothetical protein
HJOAMCJI_00192	CDS	435				hypothetical protein
HJOAMCJI_00193	CDS	1752	cpoB_3			Cell division coordinator CpoB
HJOAMCJI_00194	CDS	780	pyrK		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
HJOAMCJI_00195	CDS	921	pyrD	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
HJOAMCJI_00196	CDS	453	rlpA	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
HJOAMCJI_00197	CDS	888	dagK	2.7.1.107	COG1597	Diacylglycerol kinase
HJOAMCJI_00198	CDS	816				hypothetical protein
HJOAMCJI_00199	CDS	735	fabG2	1.-.-.-		putative oxidoreductase
HJOAMCJI_00200	CDS	441				hypothetical protein
HJOAMCJI_00201	CDS	1224	btrR	2.6.1.100		L-glutamine:2-deoxy-scyllo-inosose aminotransferase
HJOAMCJI_00202	CDS	360				hypothetical protein
HJOAMCJI_00203	tRNA	85				tRNA-Leu(cag)
HJOAMCJI_00204	CDS	456	smpB		COG0691	SsrA-binding protein
HJOAMCJI_00205	CDS	1206	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
HJOAMCJI_00206	CDS	1602	pafA	3.1.3.1		Alkaline phosphatase PafA
HJOAMCJI_00207	CDS	888	lnrL	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
HJOAMCJI_00208	CDS	1218	yhaP		COG1668	putative protein YhaP
HJOAMCJI_00209	CDS	327	trxA			Thioredoxin 1
HJOAMCJI_00210	CDS	933	trxB	1.8.1.9	COG0492	Thioredoxin reductase
HJOAMCJI_00211	CDS	753	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
HJOAMCJI_00212	CDS	636				hypothetical protein
HJOAMCJI_00213	CDS	969	hldE_1		COG2870	Bifunctional protein HldE
HJOAMCJI_00214	CDS	1632				hypothetical protein
HJOAMCJI_00215	CDS	1311				hypothetical protein
HJOAMCJI_00216	CDS	801				hypothetical protein
HJOAMCJI_00217	CDS	513				hypothetical protein
HJOAMCJI_00218	CDS	1065	cugP	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
HJOAMCJI_00219	CDS	891		1.3.1.103		2-haloacrylate reductase
HJOAMCJI_00220	CDS	726	udgb	3.2.2.-	COG1573	Type-5 uracil-DNA glycosylase
HJOAMCJI_00221	CDS	1218		1.3.1.-	COG3268	Putative trans-acting enoyl reductase
HJOAMCJI_00222	CDS	438				hypothetical protein
HJOAMCJI_00223	tRNA	74				tRNA-Ala(ggc)
HJOAMCJI_00224	CDS	1722				hypothetical protein
HJOAMCJI_00225	CDS	537				hypothetical protein
HJOAMCJI_00226	CDS	549				hypothetical protein
HJOAMCJI_00227	CDS	1743				hypothetical protein
HJOAMCJI_00228	CDS	324				hypothetical protein
HJOAMCJI_00229	CDS	135				hypothetical protein
HJOAMCJI_00230	CDS	1041				hypothetical protein
HJOAMCJI_00231	CDS	465	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
HJOAMCJI_00232	CDS	450				hypothetical protein
HJOAMCJI_00233	tRNA	74				tRNA-Gly(gcc)
HJOAMCJI_00234	CDS	1365				hypothetical protein
HJOAMCJI_00235	CDS	792				hypothetical protein
HJOAMCJI_00236	CDS	1065				hypothetical protein
HJOAMCJI_00237	CDS	831				hypothetical protein
HJOAMCJI_00238	CDS	669				hypothetical protein
HJOAMCJI_00239	CDS	330				hypothetical protein
HJOAMCJI_00240	CDS	2085	prlC	3.4.24.70	COG0339	Oligopeptidase A
HJOAMCJI_00241	CDS	369				hypothetical protein
HJOAMCJI_00242	CDS	276				hypothetical protein
HJOAMCJI_00243	tRNA	75				tRNA-Cys(gca)
HJOAMCJI_00244	tRNA	85				tRNA-Leu(taa)
HJOAMCJI_00245	CDS	879				hypothetical protein
HJOAMCJI_00246	CDS	3102	btuB_3			Vitamin B12 transporter BtuB
HJOAMCJI_00247	CDS	3240				hypothetical protein
HJOAMCJI_00248	CDS	1059				hypothetical protein
HJOAMCJI_00249	CDS	2046		3.5.1.93		Glutaryl-7-aminocephalosporanic-acid acylase
HJOAMCJI_00250	CDS	276				hypothetical protein
HJOAMCJI_00251	CDS	732		2.1.1.-		Phthiotriol/phenolphthiotriol dimycocerosates methyltransferase
HJOAMCJI_00252	CDS	720				hypothetical protein
HJOAMCJI_00253	CDS	702				hypothetical protein
HJOAMCJI_00254	CDS	720				hypothetical protein
HJOAMCJI_00255	CDS	270	nadK	2.7.1.23	COG0061	NAD kinase
HJOAMCJI_00256	CDS	396	yccU		COG1832	putative protein YccU
HJOAMCJI_00257	CDS	900	fadM	1.5.5.2		Proline dehydrogenase 1
HJOAMCJI_00258	CDS	435	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic
HJOAMCJI_00259	CDS	492	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
HJOAMCJI_00260	CDS	702	ndhJ	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit J, chloroplastic
HJOAMCJI_00261	CDS	1119	nqo4	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit 4
HJOAMCJI_00262	CDS	1077	ndhA	7.1.1.-	COG1005	NAD(P)H-quinone oxidoreductase subunit 1
HJOAMCJI_00263	CDS	585	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I
HJOAMCJI_00264	CDS	489				hypothetical protein
HJOAMCJI_00265	CDS	306		7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit 11
HJOAMCJI_00266	CDS	2052	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
HJOAMCJI_00267	CDS	1551	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
HJOAMCJI_00268	CDS	1494	ndhB	7.1.1.-	COG1007	NAD(P)H-quinone oxidoreductase subunit 2
HJOAMCJI_00269	CDS	1353	nqrA	7.2.1.1	COG1726	Na(+)-translocating NADH-quinone reductase subunit A
HJOAMCJI_00270	CDS	1176	nqrB	7.2.1.1	COG1805	Na(+)-translocating NADH-quinone reductase subunit B
HJOAMCJI_00271	CDS	723	nqrC	7.2.1.1	COG2869	Na(+)-translocating NADH-quinone reductase subunit C
HJOAMCJI_00272	CDS	627	nqrD	7.2.1.1	COG1347	Na(+)-translocating NADH-quinone reductase subunit D
HJOAMCJI_00273	CDS	612	nqrE	7.2.1.1	COG2209	Na(+)-translocating NADH-quinone reductase subunit E
HJOAMCJI_00274	CDS	1233	nqrF	7.2.1.1	COG2871	Na(+)-translocating NADH-quinone reductase subunit F
HJOAMCJI_00275	CDS	1008	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
HJOAMCJI_00276	CDS	201				hypothetical protein
HJOAMCJI_00277	CDS	1419				hypothetical protein
HJOAMCJI_00278	CDS	543	cobO	2.5.1.-	COG2096	Cobalamin adenosyltransferase
HJOAMCJI_00279	CDS	996	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
HJOAMCJI_00280	CDS	864	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
HJOAMCJI_00281	CDS	882	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
HJOAMCJI_00282	CDS	594	pdxT	4.3.3.6	COG0311	Pyridoxal 5'-phosphate synthase subunit PdxT
HJOAMCJI_00283	CDS	2022	tkt	2.2.1.1		Transketolase
HJOAMCJI_00284	CDS	672	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
HJOAMCJI_00285	CDS	399				hypothetical protein
HJOAMCJI_00286	CDS	228				hypothetical protein
HJOAMCJI_00287	CDS	648				hypothetical protein
HJOAMCJI_00288	CDS	684	kmo	1.14.13.9	COG0654	Kynurenine 3-monooxygenase
HJOAMCJI_00289	CDS	759				hypothetical protein
HJOAMCJI_00290	CDS	1248	kynU	3.7.1.3		Kynureninase
HJOAMCJI_00291	CDS	1353				hypothetical protein
HJOAMCJI_00292	CDS	654	fbiB	6.3.2.34		Bifunctional F420 biosynthesis protein FbiB
HJOAMCJI_00293	CDS	966				hypothetical protein
HJOAMCJI_00294	CDS	162				hypothetical protein
HJOAMCJI_00295	CDS	1566				hypothetical protein
HJOAMCJI_00296	CDS	288	yfgD		COG1393	putative protein YfgD
HJOAMCJI_00297	CDS	513	ansA	3.5.1.1	COG0252	L-asparaginase 1
HJOAMCJI_00298	CDS	1023	alkB1	1.14.15.3		Alkane 1-monooxygenase 1
HJOAMCJI_00299	CDS	972				hypothetical protein
HJOAMCJI_00300	CDS	1095				hypothetical protein
HJOAMCJI_00301	CDS	795				hypothetical protein
HJOAMCJI_00302	CDS	1176				hypothetical protein
HJOAMCJI_00303	CDS	717	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
HJOAMCJI_00304	CDS	1176				hypothetical protein
HJOAMCJI_00305	CDS	558				hypothetical protein
HJOAMCJI_00306	CDS	2097				hypothetical protein
HJOAMCJI_00307	CDS	990				hypothetical protein
HJOAMCJI_00308	CDS	738				hypothetical protein
HJOAMCJI_00309	CDS	1068	cytR		COG1609	HTH-type transcriptional repressor CytR
HJOAMCJI_00310	CDS	831				hypothetical protein
HJOAMCJI_00311	CDS	708				hypothetical protein
HJOAMCJI_00312	CDS	915	ilvE_1	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
HJOAMCJI_00313	CDS	1467	rebO	1.4.3.23		Flavin-dependent L-tryptophan oxidase RebO
HJOAMCJI_00314	CDS	1491				hypothetical protein
HJOAMCJI_00315	CDS	234				hypothetical protein
HJOAMCJI_00316	CDS	462				hypothetical protein
HJOAMCJI_00317	CDS	1182	hutI_1	3.5.2.7	COG1228	Imidazolonepropionase
HJOAMCJI_00318	CDS	1653	hutU	4.2.1.49		Urocanate hydratase
HJOAMCJI_00319	CDS	1080				hypothetical protein
HJOAMCJI_00320	CDS	402	rplQ		COG0203	50S ribosomal protein L17
HJOAMCJI_00321	CDS	972	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
HJOAMCJI_00322	CDS	618	rpsD		COG0522	30S ribosomal protein S4
HJOAMCJI_00323	CDS	399	rpsK			30S ribosomal protein S11
HJOAMCJI_00324	CDS	375	rpsM		COG0099	30S ribosomal protein S13
HJOAMCJI_00325	CDS	228	infA		COG0361	Translation initiation factor IF-1
HJOAMCJI_00326	CDS	753	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
HJOAMCJI_00327	CDS	1338	secY		COG0201	Protein translocase subunit SecY
HJOAMCJI_00328	CDS	441	rplO		COG0200	50S ribosomal protein L15
HJOAMCJI_00329	CDS	189	rpmD		COG1841	50S ribosomal protein L30
HJOAMCJI_00330	CDS	504	rpsE			30S ribosomal protein S5
HJOAMCJI_00331	CDS	372	rplR			50S ribosomal protein L18
HJOAMCJI_00332	CDS	576	rplF			50S ribosomal protein L6
HJOAMCJI_00333	CDS	399	rpsH		COG0096	30S ribosomal protein S8
HJOAMCJI_00334	CDS	186	rpsZ			30S ribosomal protein S14 type Z
HJOAMCJI_00335	CDS	726				hypothetical protein
HJOAMCJI_00336	CDS	306	rplX		COG0198	50S ribosomal protein L24
HJOAMCJI_00337	CDS	369	rplN		COG0093	50S ribosomal protein L14
HJOAMCJI_00338	CDS	261	rpsQ		COG0186	30S ribosomal protein S17
HJOAMCJI_00339	CDS	216	rpmC			50S ribosomal protein L29
HJOAMCJI_00340	CDS	414	rplP		COG0197	50S ribosomal protein L16
HJOAMCJI_00341	CDS	627	rpsC		COG0092	30S ribosomal protein S3
HJOAMCJI_00342	CDS	342	rplV		COG0091	50S ribosomal protein L22
HJOAMCJI_00343	CDS	267	rpsS			30S ribosomal protein S19
HJOAMCJI_00344	CDS	825	rplB		COG0090	50S ribosomal protein L2
HJOAMCJI_00345	CDS	318	rplW		COG0089	50S ribosomal protein L23
HJOAMCJI_00346	CDS	630	rplD		COG0088	50S ribosomal protein L4
HJOAMCJI_00347	CDS	618	rplC		COG0087	50S ribosomal protein L3
HJOAMCJI_00348	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
HJOAMCJI_00349	CDS	111	tufA		COG0050	Elongation factor Tu
HJOAMCJI_00350	CDS	372	rpsL			30S ribosomal protein S12
HJOAMCJI_00351	CDS	4245	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
HJOAMCJI_00352	CDS	3765	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
HJOAMCJI_00353	CDS	384	rplL			50S ribosomal protein L7/L12
HJOAMCJI_00354	CDS	516	rplJ			50S ribosomal protein L10
HJOAMCJI_00355	CDS	690	rplA			50S ribosomal protein L1
HJOAMCJI_00356	CDS	423	rplK		COG0080	50S ribosomal protein L11
HJOAMCJI_00357	CDS	528	nusG		COG0250	Transcription termination/antitermination protein NusG
HJOAMCJI_00358	tRNA	74				tRNA-Trp(cca)
HJOAMCJI_00359	CDS	165	rpmG2		COG0267	50S ribosomal protein L33 2
HJOAMCJI_00360	CDS	669	ppm1_1	2.4.1.-		Polyprenol monophosphomannose synthase
HJOAMCJI_00361	CDS	1095				hypothetical protein
HJOAMCJI_00362	CDS	720				hypothetical protein
HJOAMCJI_00363	CDS	240				hypothetical protein
HJOAMCJI_00364	CDS	663				hypothetical protein
HJOAMCJI_00365	CDS	309				hypothetical protein
HJOAMCJI_00366	CDS	3039				hypothetical protein
HJOAMCJI_00367	CDS	1146				hypothetical protein
HJOAMCJI_00368	CDS	768	petB		COG1290	Cytochrome b6
HJOAMCJI_00369	CDS	573	petC	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
HJOAMCJI_00370	CDS	876				hypothetical protein
