locus_tag	ftype	length_bp	gene	EC_number	COG	product
GECPLDIP_00193	CDS	603	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
GECPLDIP_00194	CDS	774	yadH		COG0842	Inner membrane transport permease YadH
GECPLDIP_00195	CDS	933	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
GECPLDIP_00196	CDS	678				hypothetical protein
GECPLDIP_00197	CDS	366				hypothetical protein
GECPLDIP_00198	CDS	342				hypothetical protein
GECPLDIP_00199	CDS	678				hypothetical protein
GECPLDIP_00200	CDS	300				hypothetical protein
GECPLDIP_00201	CDS	1887	clpB		COG0542	Chaperone protein ClpB
GECPLDIP_00202	CDS	2376	acyII_1	3.5.1.11		Penicillin acylase 2 proenzyme
GECPLDIP_00203	CDS	1086	pykA	2.7.1.40	COG0469	Pyruvate kinase II
GECPLDIP_00204	CDS	777	garL	4.1.2.20	COG3836	5-keto-4-deoxy-D-glucarate aldolase
GECPLDIP_00205	CDS	777				hypothetical protein
GECPLDIP_00206	CDS	510				hypothetical protein
GECPLDIP_00207	CDS	1284	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
GECPLDIP_00208	CDS	978			COG1638	Solute-binding protein
GECPLDIP_00209	CDS	387				hypothetical protein
GECPLDIP_00210	CDS	315				hypothetical protein
GECPLDIP_00211	CDS	456				hypothetical protein
GECPLDIP_00212	CDS	363				hypothetical protein
GECPLDIP_00213	CDS	696				hypothetical protein
GECPLDIP_00214	CDS	1716	ggt_1	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
GECPLDIP_00215	CDS	654				hypothetical protein
GECPLDIP_00216	CDS	1266	codB		COG1457	Cytosine permease
GECPLDIP_00217	CDS	348				hypothetical protein
GECPLDIP_00218	CDS	933	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
GECPLDIP_00219	CDS	2094	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
GECPLDIP_00220	CDS	558	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
GECPLDIP_00221	CDS	726				hypothetical protein
GECPLDIP_00222	CDS	1380	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
GECPLDIP_00223	CDS	1509		3.5.1.83		N-acyl-D-aspartate deacylase
GECPLDIP_00224	CDS	1041				hypothetical protein
GECPLDIP_00225	CDS	1563	dan	3.5.1.81		D-aminoacylase
GECPLDIP_00226	CDS	1284	norM_1		COG0534	Multidrug resistance protein NorM
GECPLDIP_00227	CDS	510				hypothetical protein
GECPLDIP_00228	CDS	1314	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
GECPLDIP_00229	CDS	642	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
GECPLDIP_00230	CDS	2673				hypothetical protein
GECPLDIP_00231	CDS	510				hypothetical protein
GECPLDIP_00232	CDS	141				hypothetical protein
GECPLDIP_00233	CDS	450				hypothetical protein
GECPLDIP_00234	CDS	669				hypothetical protein
GECPLDIP_00235	CDS	1341	norM_2		COG0534	Multidrug resistance protein NorM
GECPLDIP_00236	CDS	411				hypothetical protein
GECPLDIP_00237	CDS	1725				hypothetical protein
GECPLDIP_00238	CDS	447	pilE			Fimbrial protein
GECPLDIP_00239	CDS	600	lolB		COG3017	Outer-membrane lipoprotein LolB
GECPLDIP_00240	CDS	1698	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
GECPLDIP_00241	CDS	564				hypothetical protein
GECPLDIP_00242	CDS	234				hypothetical protein
GECPLDIP_00243	CDS	1368				hypothetical protein
GECPLDIP_00244	CDS	1473				hypothetical protein
GECPLDIP_00245	CDS	699	creB		COG0745	Transcriptional regulatory protein CreB
GECPLDIP_00246	CDS	564				hypothetical protein
GECPLDIP_00247	CDS	264				hypothetical protein
GECPLDIP_00248	CDS	138				hypothetical protein
GECPLDIP_00249	CDS	447				hypothetical protein
GECPLDIP_00250	CDS	318				hypothetical protein
GECPLDIP_00251	CDS	1362	putA			Bifunctional protein PutA
GECPLDIP_00252	CDS	405				Bacteriohemerythrin
GECPLDIP_00253	CDS	1395	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
GECPLDIP_00254	CDS	1545	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
GECPLDIP_00255	CDS	702	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
GECPLDIP_00256	CDS	681				hypothetical protein
GECPLDIP_00257	CDS	1125				hypothetical protein
GECPLDIP_00258	CDS	423				hypothetical protein
GECPLDIP_00259	CDS	1161				hypothetical protein
GECPLDIP_00260	CDS	288				hypothetical protein
GECPLDIP_00261	CDS	897	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
GECPLDIP_00262	CDS	1125	pheA			Bifunctional chorismate mutase/prephenate dehydratase
GECPLDIP_00263	CDS	1311	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
GECPLDIP_00264	CDS	456	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
GECPLDIP_00265	CDS	1833				hypothetical protein
GECPLDIP_00266	CDS	456				hypothetical protein
GECPLDIP_00267	CDS	981	ycjG	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
GECPLDIP_00268	CDS	1029				hypothetical protein
GECPLDIP_00269	CDS	339	glnK_2		COG0347	Nitrogen regulatory protein P-II 2
GECPLDIP_00270	CDS	759		1.-.-.-		putative oxidoreductase
GECPLDIP_00271	CDS	1026				hypothetical protein
GECPLDIP_00272	CDS	801	hpcH	4.1.2.52	COG3836	4-hydroxy-2-oxo-heptane-1,7-dioate aldolase
GECPLDIP_00273	CDS	810	hpcG	4.2.1.163		2-oxo-hept-4-ene-1,7-dioate hydratase
GECPLDIP_00274	CDS	348	hpcD	5.3.3.10		5-carboxymethyl-2-hydroxymuconate Delta-isomerase
GECPLDIP_00275	CDS	756	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
GECPLDIP_00276	CDS	1434	atoE		COG2031	Putative short-chain fatty acid transporter
GECPLDIP_00277	CDS	372				hypothetical protein
GECPLDIP_00278	CDS	450				hypothetical protein
GECPLDIP_00279	CDS	270				hypothetical protein
GECPLDIP_00280	CDS	204	rpmE		COG0254	50S ribosomal protein L31
GECPLDIP_00281	CDS	1248	gltA	2.3.3.16	COG0372	Citrate synthase
GECPLDIP_00282	CDS	615				hypothetical protein
GECPLDIP_00283	CDS	2640	mrcA		COG5009	Penicillin-binding protein 1A
GECPLDIP_00284	CDS	450				hypothetical protein
GECPLDIP_00285	CDS	219				hypothetical protein
GECPLDIP_00286	CDS	543				hypothetical protein
GECPLDIP_00287	CDS	1902				hypothetical protein
GECPLDIP_00288	CDS	480	mepM	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
GECPLDIP_00289	CDS	1140	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
GECPLDIP_00290	CDS	2076	ppk	2.7.4.1		Polyphosphate kinase
GECPLDIP_00291	CDS	318	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
GECPLDIP_00292	CDS	1062	pepA_2	3.4.11.1	COG0260	Cytosol aminopeptidase
GECPLDIP_00293	CDS	654	rnt	3.1.13.-	COG0847	Ribonuclease T
GECPLDIP_00294	CDS	330	grxD		COG0278	Glutaredoxin 4
GECPLDIP_00295	CDS	405				hypothetical protein
GECPLDIP_00296	CDS	615				hypothetical protein
GECPLDIP_00297	CDS	2634	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
GECPLDIP_00298	CDS	171				hypothetical protein
GECPLDIP_00299	CDS	117				hypothetical protein
GECPLDIP_00300	CDS	519				hypothetical protein
GECPLDIP_00301	CDS	1140	lgt	2.5.1.145		Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
GECPLDIP_00302	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
GECPLDIP_00303	CDS	156				hypothetical protein
GECPLDIP_00304	CDS	603				hypothetical protein
GECPLDIP_00305	CDS	696	metH	2.1.1.13	COG0646	Methionine synthase
GECPLDIP_00306	CDS	1080				hypothetical protein
GECPLDIP_00307	CDS	381				hypothetical protein
GECPLDIP_00308	CDS	450				hypothetical protein
GECPLDIP_00309	CDS	1350	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
GECPLDIP_00310	CDS	768				hypothetical protein
GECPLDIP_00311	CDS	792	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
GECPLDIP_00312	CDS	897				hypothetical protein
GECPLDIP_00313	CDS	1332	pcaK		COG0477	4-hydroxybenzoate transporter PcaK
GECPLDIP_00314	CDS	1125				hypothetical protein
GECPLDIP_00315	CDS	1191				hypothetical protein
GECPLDIP_00316	CDS	591	engB		COG0218	putative GTP-binding protein EngB
GECPLDIP_00317	CDS	2460	polA_1	2.7.7.7	COG0258	DNA polymerase I
GECPLDIP_00318	CDS	477				hypothetical protein
GECPLDIP_00319	CDS	1287	dgdA	4.1.1.64		2,2-dialkylglycine decarboxylase
GECPLDIP_00320	CDS	738				hypothetical protein
GECPLDIP_00321	CDS	1386		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
GECPLDIP_00322	CDS	876	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
GECPLDIP_00323	CDS	1389		3.2.1.-		Glycosyl hydrolase family 109 protein 1
GECPLDIP_00324	CDS	432				hypothetical protein
GECPLDIP_00325	CDS	771	nahK	2.7.1.162		N-acetylhexosamine 1-kinase
GECPLDIP_00326	CDS	1245	yqcE			Inner membrane protein YqcE
GECPLDIP_00327	CDS	357	ccoP2		COG2010	Cbb3-type cytochrome c oxidase subunit CcoP2
GECPLDIP_00328	CDS	294				hypothetical protein
GECPLDIP_00329	CDS	1389				hypothetical protein
GECPLDIP_00330	CDS	207				hypothetical protein
GECPLDIP_00331	CDS	855	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
GECPLDIP_00332	CDS	531				hypothetical protein
GECPLDIP_00333	CDS	333				hypothetical protein
GECPLDIP_00334	CDS	261	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
GECPLDIP_00335	CDS	252				hypothetical protein
GECPLDIP_00336	CDS	234				hypothetical protein
GECPLDIP_00337	CDS	834		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
GECPLDIP_00338	CDS	648				hypothetical protein
GECPLDIP_00339	CDS	2454	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
GECPLDIP_00340	CDS	384				hypothetical protein
GECPLDIP_00341	CDS	462	lrp		COG1522	Leucine-responsive regulatory protein
GECPLDIP_00342	CDS	267				putative Fe(2+)-trafficking protein
GECPLDIP_00343	CDS	1041	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
GECPLDIP_00344	CDS	588				hypothetical protein
GECPLDIP_00345	CDS	2139				hypothetical protein
GECPLDIP_00346	CDS	684	tmd	1.5.8.2		Trimethylamine dehydrogenase
GECPLDIP_00347	CDS	1125				hypothetical protein
GECPLDIP_00348	CDS	495				hypothetical protein
GECPLDIP_00349	CDS	1395	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
GECPLDIP_00350	CDS	1449	nylA	3.5.2.12		6-aminohexanoate-cyclic-dimer hydrolase
GECPLDIP_00351	CDS	606				hypothetical protein
GECPLDIP_00352	CDS	885				hypothetical protein
GECPLDIP_00353	CDS	843	mscS		COG0668	Small-conductance mechanosensitive channel
GECPLDIP_00354	CDS	915	zitB			Zinc transporter ZitB
GECPLDIP_00355	CDS	360				hypothetical protein
GECPLDIP_00356	CDS	726		1.3.1.103		2-haloacrylate reductase
GECPLDIP_00357	CDS	2367				hypothetical protein
GECPLDIP_00358	CDS	414				hypothetical protein
GECPLDIP_00359	CDS	516				hypothetical protein
GECPLDIP_00360	CDS	963	ephA	3.3.2.10		Epoxide hydrolase A
GECPLDIP_00361	CDS	3150	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
GECPLDIP_00362	CDS	375				hypothetical protein
GECPLDIP_00363	CDS	552				hypothetical protein
GECPLDIP_00364	CDS	927	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
GECPLDIP_00365	CDS	717	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
GECPLDIP_00366	CDS	771	ycdF	1.1.1.47	COG1028	Glucose 1-dehydrogenase 2
GECPLDIP_00367	CDS	366				hypothetical protein
GECPLDIP_00368	CDS	414	cdd	3.5.4.5	COG0295	Cytidine deaminase
GECPLDIP_00369	CDS	864	rbsK	2.7.1.15	COG0524	Ribokinase
GECPLDIP_00370	CDS	495	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
GECPLDIP_00371	CDS	813	bamD		COG4105	Outer membrane protein assembly factor BamD
GECPLDIP_00372	CDS	1608	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
GECPLDIP_00373	CDS	729				hypothetical protein
GECPLDIP_00374	CDS	324	ybaB		COG0718	Nucleoid-associated protein YbaB
