locus_tag	ftype	length_bp	gene	EC_number	COG	product
FNDHEEML_00038	CDS	384	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
FNDHEEML_00039	CDS	747	menG	2.1.1.163		Demethylmenaquinone methyltransferase
FNDHEEML_00040	CDS	417		3.1.2.-	COG2050	Putative esterase
FNDHEEML_00041	CDS	2766				hypothetical protein
FNDHEEML_00042	CDS	741	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FNDHEEML_00043	CDS	267				hypothetical protein
FNDHEEML_00044	CDS	465				hypothetical protein
FNDHEEML_00045	CDS	840				hypothetical protein
FNDHEEML_00046	CDS	468				hypothetical protein
FNDHEEML_00047	CDS	126				hypothetical protein
FNDHEEML_00048	CDS	639				hypothetical protein
FNDHEEML_00049	tRNA	75				tRNA-Asp(gtc)
FNDHEEML_00050	CDS	246				hypothetical protein
FNDHEEML_00051	CDS	1047	mltG	4.2.2.-		Endolytic murein transglycosylase
FNDHEEML_00052	CDS	2184	pcrA	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
FNDHEEML_00053	CDS	423	fur		COG0735	Ferric uptake regulation protein
FNDHEEML_00054	CDS	222				hypothetical protein
FNDHEEML_00055	CDS	2046	feoB		COG0370	Fe(2+) transporter FeoB
FNDHEEML_00056	CDS	480				hypothetical protein
FNDHEEML_00057	CDS	966	yhaM	3.1.-.-	COG3481	3'-5' exoribonuclease YhaM
FNDHEEML_00058	CDS	522				hypothetical protein
FNDHEEML_00059	CDS	1581				hypothetical protein
FNDHEEML_00060	CDS	1041				hypothetical protein
FNDHEEML_00061	CDS	1983	btuB_1			Vitamin B12 transporter BtuB
FNDHEEML_00062	CDS	537				hypothetical protein
FNDHEEML_00063	CDS	981	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
FNDHEEML_00064	CDS	729	scpA_1		COG1354	Segregation and condensation protein A
FNDHEEML_00065	CDS	561	scpB		COG1386	Segregation and condensation protein B
FNDHEEML_00066	CDS	714	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
FNDHEEML_00067	CDS	669	cmk	2.7.4.25	COG0283	Cytidylate kinase
FNDHEEML_00068	CDS	1926	pnp_1	2.7.7.8		Polyribonucleotide nucleotidyltransferase
FNDHEEML_00069	CDS	996				hypothetical protein
FNDHEEML_00070	CDS	1035	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
FNDHEEML_00071	CDS	2052				hypothetical protein
FNDHEEML_00072	CDS	1311	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
FNDHEEML_00073	CDS	564	rmlC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
FNDHEEML_00074	CDS	183				hypothetical protein
FNDHEEML_00075	CDS	180	rpmF			50S ribosomal protein L32
FNDHEEML_00076	CDS	1005	plsX_1	2.3.1.274	COG0416	Phosphate acyltransferase
FNDHEEML_00077	CDS	987	fabH_1	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
FNDHEEML_00078	CDS	921	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
FNDHEEML_00079	CDS	747	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FNDHEEML_00080	CDS	231	acpP			Acyl carrier protein
FNDHEEML_00081	CDS	1248	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
FNDHEEML_00082	CDS	705	rnc	3.1.26.3	COG0571	Ribonuclease 3
FNDHEEML_00083	CDS	543				hypothetical protein
FNDHEEML_00084	CDS	1047				hypothetical protein
FNDHEEML_00085	CDS	792	hexs-b	2.5.1.83		Hexaprenyl-diphosphate synthase large subunit ((2E,6E)-farnesyl-diphosphate specific)
FNDHEEML_00086	CDS	1371	algC_1	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
FNDHEEML_00087	CDS	348	prfB_1			Peptide chain release factor 2
FNDHEEML_00088	CDS	900	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
FNDHEEML_00089	CDS	135				hypothetical protein
FNDHEEML_00090	CDS	1248	rho	3.6.4.-	COG1158	Transcription termination factor Rho
FNDHEEML_00091	CDS	1269	fpgS	6.3.2.17		Folylpolyglutamate synthase
FNDHEEML_00092	CDS	1437				hypothetical protein
FNDHEEML_00093	CDS	1677	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
FNDHEEML_00094	CDS	1293				hypothetical protein
FNDHEEML_00095	CDS	489	resA_2			Thiol-disulfide oxidoreductase ResA
FNDHEEML_00096	CDS	1704				hypothetical protein
FNDHEEML_00097	CDS	384				hypothetical protein
FNDHEEML_00098	CDS	591				hypothetical protein
FNDHEEML_00099	tRNA	72				tRNA-Gln(ctg)
FNDHEEML_00100	tRNA	75				tRNA-Arg(acg)
FNDHEEML_00101	CDS	3276				hypothetical protein
FNDHEEML_00102	CDS	795				hypothetical protein
FNDHEEML_00103	CDS	162				hypothetical protein
FNDHEEML_00104	CDS	1428	pepP_1	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
FNDHEEML_00105	CDS	2418				hypothetical protein
FNDHEEML_00106	CDS	1161	mgl	4.4.1.11	COG0626	L-methionine gamma-lyase
FNDHEEML_00107	CDS	1662	dan_1	3.5.1.81		D-aminoacylase
FNDHEEML_00108	CDS	1014				hypothetical protein
FNDHEEML_00109	CDS	1071				hypothetical protein
FNDHEEML_00110	CDS	519				hypothetical protein
FNDHEEML_00111	CDS	645				hypothetical protein
FNDHEEML_00112	CDS	1017	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 1
FNDHEEML_00113	CDS	1002	gap	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase
FNDHEEML_00114	CDS	471				hypothetical protein
FNDHEEML_00115	CDS	168				hypothetical protein
FNDHEEML_00116	CDS	675	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
FNDHEEML_00117	CDS	1188	lolE_1		COG4591	Lipoprotein-releasing system transmembrane protein LolE
FNDHEEML_00118	CDS	1209	lolE_2		COG4591	Lipoprotein-releasing system transmembrane protein LolE
FNDHEEML_00119	CDS	1494	lysS	6.1.1.6		Lysine--tRNA ligase
FNDHEEML_00120	CDS	1014	prfB_2			Peptide chain release factor 2
FNDHEEML_00121	CDS	747				hypothetical protein
FNDHEEML_00122	CDS	306	cdaS	2.7.7.85		Diadenylate cyclase CdaS
FNDHEEML_00123	CDS	369				hypothetical protein
FNDHEEML_00124	CDS	555	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
FNDHEEML_00125	CDS	702				hypothetical protein
FNDHEEML_00126	CDS	945	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
FNDHEEML_00127	tRNA	72				tRNA-Gln(ttg)
FNDHEEML_00128	CDS	831	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
FNDHEEML_00129	CDS	474	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
FNDHEEML_00130	CDS	681	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
FNDHEEML_00131	CDS	1053	queA	2.4.99.17		S-adenosylmethionine:tRNA ribosyltransferase-isomerase
FNDHEEML_00132	CDS	1023	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
FNDHEEML_00133	CDS	2322	tktB	2.2.1.1	COG0021	Transketolase 2
FNDHEEML_00134	CDS	1215	uvrA			UvrABC system protein A
FNDHEEML_00135	CDS	489				hypothetical protein
FNDHEEML_00136	CDS	2622				hypothetical protein
FNDHEEML_00137	CDS	492				hypothetical protein
FNDHEEML_00138	CDS	1335				hypothetical protein
FNDHEEML_00139	CDS	405				hypothetical protein
FNDHEEML_00140	CDS	1377	pepP_2	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
FNDHEEML_00141	CDS	171				hypothetical protein
FNDHEEML_00142	CDS	828				hypothetical protein
FNDHEEML_00143	CDS	777	gno	1.1.1.-		Gluconate 5-dehydrogenase
FNDHEEML_00144	CDS	1110	kynA	1.13.11.11	COG3483	Tryptophan 2,3-dioxygenase
FNDHEEML_00145	CDS	876	folD			Bifunctional protein FolD protein
FNDHEEML_00146	CDS	309	zapA			Cell division protein ZapA
FNDHEEML_00147	CDS	738	pheT	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
FNDHEEML_00148	CDS	375				hypothetical protein
FNDHEEML_00149	CDS	894	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
FNDHEEML_00150	CDS	336	ftsL			Cell division protein FtsL
FNDHEEML_00151	CDS	1968	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
FNDHEEML_00152	CDS	1452	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
FNDHEEML_00153	CDS	1341	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
FNDHEEML_00154	CDS	1104	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
FNDHEEML_00155	CDS	1380	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
FNDHEEML_00156	CDS	408				hypothetical protein
FNDHEEML_00157	CDS	1059				hypothetical protein
FNDHEEML_00158	CDS	168				hypothetical protein
FNDHEEML_00159	CDS	804	apbC		COG0489	Iron-sulfur cluster carrier protein
FNDHEEML_00160	CDS	792				hypothetical protein
FNDHEEML_00161	CDS	387				hypothetical protein
FNDHEEML_00162	CDS	753	uppS	2.5.1.31		Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
FNDHEEML_00163	CDS	2430	bamA_1		COG4775	Outer membrane protein assembly factor BamA
FNDHEEML_00164	CDS	867				hypothetical protein
FNDHEEML_00165	CDS	396		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
FNDHEEML_00166	CDS	912				hypothetical protein
FNDHEEML_00167	CDS	1938	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
FNDHEEML_00168	CDS	447	resA_3			Thiol-disulfide oxidoreductase ResA
FNDHEEML_00169	CDS	1455	glpK	2.7.1.30		Glycerol kinase
FNDHEEML_00170	CDS	336	rsxB	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
FNDHEEML_00171	CDS	294	fdxA			Ferredoxin 7Fe
FNDHEEML_00172	CDS	603				hypothetical protein
FNDHEEML_00173	CDS	1683				hypothetical protein
FNDHEEML_00174	CDS	279	bolA		COG0271	DNA-binding transcriptional regulator BolA
FNDHEEML_00175	CDS	387				hypothetical protein
FNDHEEML_00176	CDS	222				hypothetical protein
FNDHEEML_00177	CDS	423				hypothetical protein
FNDHEEML_00178	CDS	1734	cpoB_1			Cell division coordinator CpoB
FNDHEEML_00179	CDS	792	pyrK		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
FNDHEEML_00180	CDS	942	pyrD	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
FNDHEEML_00181	CDS	519	rlpA	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
FNDHEEML_00182	CDS	888	dagK	2.7.1.107	COG1597	Diacylglycerol kinase
FNDHEEML_00183	CDS	816				hypothetical protein
FNDHEEML_00184	CDS	1332	rocD	2.6.1.13	COG4992	Ornithine aminotransferase
FNDHEEML_00185	CDS	1527	gucD	1.2.1.26	COG1012	Alpha-ketoglutaric semialdehyde dehydrogenase
FNDHEEML_00186	CDS	330				hypothetical protein
FNDHEEML_00187	CDS	231				hypothetical protein
FNDHEEML_00188	CDS	852				hypothetical protein
FNDHEEML_00189	CDS	939	thadh	4.3.1.16		L-threo-3-hydroxyaspartate ammonia-lyase
FNDHEEML_00190	CDS	1431		4.1.1.105	COG0076	Tryptophan decarboxylase
FNDHEEML_00191	CDS	405	epi	5.1.99.-	COG0346	Ethylmalonyl-CoA/methylmalonyl-CoA epimerase
FNDHEEML_00192	CDS	1035		5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
FNDHEEML_00193	CDS	1626	ggt_1	3.4.19.13		Glutathione hydrolase proenzyme
FNDHEEML_00194	CDS	1044				hypothetical protein
FNDHEEML_00195	CDS	933				hypothetical protein
FNDHEEML_00196	CDS	1005				hypothetical protein
FNDHEEML_00197	CDS	807	sdcS			Sodium-dependent dicarboxylate transporter SdcS
FNDHEEML_00198	CDS	123				hypothetical protein
FNDHEEML_00199	CDS	777				hypothetical protein
FNDHEEML_00200	CDS	1638				hypothetical protein
FNDHEEML_00201	CDS	939				hypothetical protein
FNDHEEML_00202	CDS	843				hypothetical protein
FNDHEEML_00203	CDS	849				hypothetical protein
FNDHEEML_00204	CDS	2151				hypothetical protein
FNDHEEML_00205	CDS	462	mutX	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
FNDHEEML_00206	CDS	132	bcp_1	1.11.1.15	COG1225	Putative peroxiredoxin
FNDHEEML_00207	CDS	252	bcp_2	1.11.1.15	COG1225	Peroxiredoxin Bcp
FNDHEEML_00208	CDS	699				hypothetical protein
FNDHEEML_00209	CDS	393				hypothetical protein
FNDHEEML_00210	CDS	1197				hypothetical protein
FNDHEEML_00211	CDS	975				hypothetical protein
FNDHEEML_00212	tRNA	89				tRNA-Ser(cga)
FNDHEEML_00213	CDS	465	tadA_1	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
FNDHEEML_00214	CDS	330				hypothetical protein
FNDHEEML_00215	CDS	876			COG1721	putative protein
FNDHEEML_00216	CDS	996				hypothetical protein
FNDHEEML_00217	CDS	486	cpoB_2			Cell division coordinator CpoB
FNDHEEML_00218	CDS	1821	bamA_2			Outer membrane protein assembly factor BamA
FNDHEEML_00219	CDS	3771				hypothetical protein
FNDHEEML_00220	CDS	1914	dnaK			Chaperone protein DnaK
FNDHEEML_00221	CDS	768	clpC			ATP-dependent Clp protease ATP-binding subunit ClpC
FNDHEEML_00222	CDS	510				hypothetical protein
FNDHEEML_00223	CDS	3141				hypothetical protein
FNDHEEML_00224	CDS	1191	pfp	2.7.1.90		Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
FNDHEEML_00225	CDS	1074	fba	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
FNDHEEML_00226	CDS	1026	fda	4.1.2.13		Fructose-bisphosphate aldolase class 1
FNDHEEML_00227	CDS	282				hypothetical protein
FNDHEEML_00228	CDS	444				hypothetical protein
FNDHEEML_00229	CDS	177				hypothetical protein
FNDHEEML_00230	CDS	642	dgk	2.7.1.113	COG1428	Deoxyguanosine kinase
FNDHEEML_00231	CDS	507	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
FNDHEEML_00232	CDS	369	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
FNDHEEML_00233	CDS	822				hypothetical protein
FNDHEEML_00234	CDS	1128				hypothetical protein
FNDHEEML_00235	CDS	654				hypothetical protein
FNDHEEML_00236	CDS	1761				hypothetical protein
FNDHEEML_00237	CDS	633	sadH	1.-.-.-		Putative oxidoreductase SadH
FNDHEEML_00238	CDS	726	fmdA	3.5.1.49		Formamidase
FNDHEEML_00239	CDS	954	cysM	2.5.1.47	COG0031	Cysteine synthase
FNDHEEML_00240	CDS	768	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FNDHEEML_00241	CDS	471				hypothetical protein
FNDHEEML_00242	CDS	147				hypothetical protein
FNDHEEML_00243	CDS	465				hypothetical protein
FNDHEEML_00244	CDS	594	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
FNDHEEML_00245	CDS	561	adk	2.7.4.3		Adenylate kinase
FNDHEEML_00246	CDS	1212	nupX		COG1972	Putative nucleoside permease NupX
FNDHEEML_00247	CDS	561	tdk	2.7.1.21	COG1435	Thymidine kinase
FNDHEEML_00248	CDS	162	udk	2.7.1.48		Uridine kinase
FNDHEEML_00249	CDS	351	cdd	3.5.4.5	COG0295	Cytidine deaminase
FNDHEEML_00250	CDS	552	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
FNDHEEML_00251	CDS	783	fabL	1.3.1.104		Enoyl-[acyl-carrier-protein] reductase [NADPH] FabL
FNDHEEML_00252	CDS	375				hypothetical protein
FNDHEEML_00253	CDS	1272				hypothetical protein
FNDHEEML_00254	CDS	912	impX			Riboflavin transporter ImpX
FNDHEEML_00255	CDS	567				hypothetical protein
FNDHEEML_00256	CDS	825	asrA		COG1145	Anaerobic sulfite reductase subunit A
FNDHEEML_00257	CDS	465				hypothetical protein
FNDHEEML_00258	CDS	816	asrB		COG0543	Anaerobic sulfite reductase subunit B
FNDHEEML_00259	CDS	789				hypothetical protein
FNDHEEML_00260	CDS	1293	hoxH	1.12.1.2		NAD-reducing hydrogenase HoxS subunit beta
FNDHEEML_00261	CDS	483	hybD	3.4.23.-	COG0680	Hydrogenase 2 maturation protease
FNDHEEML_00262	CDS	255	hypA			Hydrogenase maturation factor HypA
FNDHEEML_00263	CDS	663	yegT			Putative nucleoside transporter YegT
FNDHEEML_00264	CDS	1251	iolG_2	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
FNDHEEML_00265	CDS	675				hypothetical protein
FNDHEEML_00266	CDS	975				hypothetical protein
FNDHEEML_00267	CDS	150				hypothetical protein
FNDHEEML_00268	CDS	444				hypothetical protein
FNDHEEML_00269	CDS	1215				hypothetical protein
FNDHEEML_00270	CDS	723	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
FNDHEEML_00271	CDS	678	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
FNDHEEML_00272	CDS	1533		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
FNDHEEML_00273	CDS	471				hypothetical protein
FNDHEEML_00274	CDS	447				hypothetical protein
FNDHEEML_00275	CDS	714				hypothetical protein
FNDHEEML_00276	CDS	1560	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
FNDHEEML_00277	CDS	2001	uvrB			UvrABC system protein B
FNDHEEML_00278	CDS	1203	norR			Anaerobic nitric oxide reductase transcription regulator NorR
FNDHEEML_00279	CDS	504				hypothetical protein
FNDHEEML_00280	CDS	1299	asnS	6.1.1.22		Asparagine--tRNA ligase
FNDHEEML_00281	CDS	462				hypothetical protein
FNDHEEML_00282	CDS	282	yccX	3.6.1.7		Acylphosphatase
FNDHEEML_00283	CDS	1614	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
FNDHEEML_00284	CDS	435				hypothetical protein
FNDHEEML_00285	CDS	312				hypothetical protein
FNDHEEML_00286	CDS	675				hypothetical protein
FNDHEEML_00287	CDS	720	COQ5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
FNDHEEML_00288	CDS	522				hypothetical protein
FNDHEEML_00289	CDS	390				hypothetical protein
FNDHEEML_00290	CDS	2262	acn	4.2.1.3	COG1048	Aconitate hydratase A
FNDHEEML_00291	CDS	3732				hypothetical protein
FNDHEEML_00292	CDS	570	maf	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
FNDHEEML_00293	CDS	831				hypothetical protein
FNDHEEML_00294	CDS	465	mraZ			Transcriptional regulator MraZ
FNDHEEML_00295	CDS	972	ndhA	7.1.1.-	COG1005	NAD(P)H-quinone oxidoreductase subunit 1
FNDHEEML_00296	CDS	585	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I
FNDHEEML_00297	CDS	489				hypothetical protein
FNDHEEML_00298	CDS	306		7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit 11
FNDHEEML_00299	CDS	2055	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
FNDHEEML_00300	CDS	1272	sufS_1	4.4.1.16		Cysteine desulfurase
FNDHEEML_00301	CDS	2610	hcf136_1			Ycf48-like protein
FNDHEEML_00302	CDS	210		4.2.1.171		Cis-3-hydroxy-L-proline dehydratase
FNDHEEML_00303	CDS	207				hypothetical protein
FNDHEEML_00304	CDS	1491	ndhB	7.1.1.-	COG1007	NAD(P)H-quinone oxidoreductase subunit 2
FNDHEEML_00305	CDS	1119	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
FNDHEEML_00306	CDS	2292				hypothetical protein
FNDHEEML_00307	CDS	504	resA_4			Thiol-disulfide oxidoreductase ResA
FNDHEEML_00308	CDS	1113	vioD	4.2.1.145		Capreomycidine synthase
FNDHEEML_00309	CDS	411		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
FNDHEEML_00310	CDS	954	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
FNDHEEML_00311	CDS	717	ppm1	2.4.1.-		Polyprenol monophosphomannose synthase
FNDHEEML_00312	CDS	864	rmlD	1.1.1.133		dTDP-4-dehydrorhamnose reductase
FNDHEEML_00313	CDS	1023				hypothetical protein
FNDHEEML_00314	CDS	1206	rnr	3.1.13.1	COG0557	Ribonuclease R
FNDHEEML_00315	CDS	1722	tolB_1			Tol-Pal system protein TolB
FNDHEEML_00316	CDS	171				hypothetical protein
FNDHEEML_00317	CDS	486	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
FNDHEEML_00318	CDS	408				hypothetical protein
FNDHEEML_00319	CDS	99				hypothetical protein
FNDHEEML_00320	CDS	225	grxC		COG0695	Glutaredoxin 3
FNDHEEML_00321	CDS	1743				hypothetical protein
FNDHEEML_00322	CDS	234	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
FNDHEEML_00323	CDS	1410	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
FNDHEEML_00324	CDS	660				hypothetical protein
FNDHEEML_00325	CDS	630				hypothetical protein
FNDHEEML_00326	CDS	498				hypothetical protein
FNDHEEML_00327	CDS	534	nudF	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
FNDHEEML_00328	CDS	765				hypothetical protein
FNDHEEML_00329	CDS	771				hypothetical protein
FNDHEEML_00330	CDS	936				hypothetical protein
FNDHEEML_00331	CDS	1134	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
FNDHEEML_00332	CDS	1356	radA	3.6.4.-	COG1066	DNA repair protein RadA
FNDHEEML_00333	CDS	3171	tolB_2			Tol-Pal system protein TolB
FNDHEEML_00334	CDS	747	lpxH	3.6.1.54		UDP-2,3-diacylglucosamine hydrolase
FNDHEEML_00335	CDS	1137				hypothetical protein
FNDHEEML_00336	CDS	804				hypothetical protein
FNDHEEML_00337	CDS	981	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
FNDHEEML_00338	CDS	918	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase, anabolic
FNDHEEML_00339	CDS	1338	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
FNDHEEML_00340	CDS	546	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
FNDHEEML_00341	CDS	849	hflC		COG0330	Modulator of FtsH protease HflC
FNDHEEML_00342	CDS	966	hflK		COG0330	Modulator of FtsH protease HflK
FNDHEEML_00343	CDS	894	rpoN		COG1508	RNA polymerase sigma-54 factor
FNDHEEML_00344	tRNA	74				tRNA-Met(cat)
FNDHEEML_00345	CDS	621	dck	2.7.1.74	COG1428	Deoxyadenosine/deoxycytidine kinase
FNDHEEML_00346	CDS	960	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
FNDHEEML_00347	CDS	876				hypothetical protein
FNDHEEML_00348	CDS	447				hypothetical protein
FNDHEEML_00349	CDS	1152	dnaG	2.7.7.-		DNA primase
FNDHEEML_00350	CDS	1071				TonB-dependent receptor P3
FNDHEEML_00351	CDS	240				hypothetical protein
FNDHEEML_00352	CDS	663	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
FNDHEEML_00353	tRNA	74				tRNA-Met(cat)
FNDHEEML_00354	CDS	1122	metH	2.1.1.13	COG0646	Methionine synthase
FNDHEEML_00355	CDS	408				hypothetical protein
FNDHEEML_00356	CDS	483				hypothetical protein
FNDHEEML_00357	CDS	780	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
FNDHEEML_00358	CDS	639	trmR	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
FNDHEEML_00359	CDS	117				hypothetical protein
FNDHEEML_00360	CDS	237				hypothetical protein
FNDHEEML_00361	CDS	915				hypothetical protein
FNDHEEML_00362	CDS	5550				hypothetical protein
FNDHEEML_00363	CDS	927				hypothetical protein
FNDHEEML_00364	CDS	738	rlmB	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
FNDHEEML_00365	CDS	228				hypothetical protein
