locus_tag	ftype	length_bp	gene	EC_number	COG	product
LAPJIGIB_00105	CDS	993	rsgA	3.6.1.-		Small ribosomal subunit biogenesis GTPase RsgA
LAPJIGIB_00106	CDS	1089	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
LAPJIGIB_00107	CDS	2406	acn	4.2.1.3	COG1048	Aconitate hydratase A
LAPJIGIB_00108	CDS	318				hypothetical protein
LAPJIGIB_00109	CDS	705				hypothetical protein
LAPJIGIB_00110	CDS	1833	pckG	4.1.1.32	COG1274	Phosphoenolpyruvate carboxykinase [GTP]
LAPJIGIB_00111	CDS	339				hypothetical protein
LAPJIGIB_00112	CDS	603	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
LAPJIGIB_00113	CDS	1479	rpsA		COG0539	30S ribosomal protein S1
LAPJIGIB_00114	CDS	498				hypothetical protein
LAPJIGIB_00115	CDS	630				hypothetical protein
LAPJIGIB_00116	CDS	801	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
LAPJIGIB_00117	CDS	1236	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
LAPJIGIB_00118	CDS	801	trpC	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
LAPJIGIB_00119	CDS	1365	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
LAPJIGIB_00120	CDS	711	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
LAPJIGIB_00121	CDS	198				hypothetical protein
LAPJIGIB_00122	CDS	1569	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
LAPJIGIB_00123	CDS	381	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
LAPJIGIB_00124	CDS	669				hypothetical protein
LAPJIGIB_00125	CDS	771	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
LAPJIGIB_00126	CDS	426				hypothetical protein
LAPJIGIB_00127	CDS	378	priA_1	5.3.1.16	COG0106	Phosphoribosyl isomerase A
LAPJIGIB_00128	CDS	948	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
LAPJIGIB_00129	CDS	1623				hypothetical protein
LAPJIGIB_00130	CDS	1008	fbpA			Fe(3+)-binding periplasmic protein
LAPJIGIB_00131	CDS	1713	sir	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
LAPJIGIB_00132	CDS	153				hypothetical protein
LAPJIGIB_00133	CDS	1623	jefA			Drug efflux pump JefA
LAPJIGIB_00134	tRNA	87				tRNA-Leu(gag)
LAPJIGIB_00135	CDS	1356	dapE_1	3.5.1.18		Succinyl-diaminopimelate desuccinylase
LAPJIGIB_00136	CDS	762	xfp	4.1.2.22		Xylulose-5-phosphate/fructose-6-phosphate phosphoketolase
LAPJIGIB_00137	CDS	417				hypothetical protein
LAPJIGIB_00138	CDS	930	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
LAPJIGIB_00139	CDS	1110	lpqI	3.2.1.52	COG1472	Beta-hexosaminidase LpqI
LAPJIGIB_00140	CDS	336				hypothetical protein
LAPJIGIB_00141	CDS	1671				hypothetical protein
LAPJIGIB_00142	CDS	579				hypothetical protein
LAPJIGIB_00143	CDS	2718	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
LAPJIGIB_00144	CDS	1500	tgs1	2.3.1.20		putative diacyglycerol O-acyltransferase tgs1
LAPJIGIB_00145	CDS	483				hypothetical protein
LAPJIGIB_00146	CDS	801		7.6.2.-	COG1132	Fatty acid ABC transporter ATP-binding/permease protein
LAPJIGIB_00147	CDS	273				hypothetical protein
LAPJIGIB_00148	CDS	285				hypothetical protein
LAPJIGIB_00149	CDS	126				hypothetical protein
LAPJIGIB_00150	CDS	1068				hypothetical protein
LAPJIGIB_00151	CDS	471				hypothetical protein
LAPJIGIB_00152	CDS	192				hypothetical protein
LAPJIGIB_00153	CDS	2577				hypothetical protein
LAPJIGIB_00154	CDS	945				hypothetical protein
LAPJIGIB_00155	CDS	1032	adhA	1.1.1.1	COG1064	putative alcohol dehydrogenase AdhA
LAPJIGIB_00156	CDS	408				hypothetical protein
LAPJIGIB_00157	CDS	360				hypothetical protein
LAPJIGIB_00158	CDS	630				hypothetical protein
LAPJIGIB_00159	CDS	1866	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
LAPJIGIB_00160	CDS	372				hypothetical protein
LAPJIGIB_00161	CDS	1023				hypothetical protein
LAPJIGIB_00162	CDS	963				hypothetical protein
LAPJIGIB_00163	CDS	837				hypothetical protein
LAPJIGIB_00164	CDS	2025	vgb	4.2.99.-		Virginiamycin B lyase
LAPJIGIB_00165	CDS	369				hypothetical protein
LAPJIGIB_00166	CDS	561	aroK	2.7.1.71	COG0703	Shikimate kinase
LAPJIGIB_00167	CDS	570				hypothetical protein
LAPJIGIB_00168	CDS	201				hypothetical protein
LAPJIGIB_00169	CDS	195				hypothetical protein
LAPJIGIB_00170	CDS	1143				hypothetical protein
LAPJIGIB_00171	CDS	534				hypothetical protein
LAPJIGIB_00172	CDS	246				hypothetical protein
LAPJIGIB_00173	CDS	639	pgsA2_1	2.7.8.-	COG0558	Phosphatidylinositol phosphate synthase
LAPJIGIB_00174	CDS	2145			COG0480	Elongation factor G-like protein
LAPJIGIB_00175	CDS	696	arlR		COG0745	Response regulator ArlR
LAPJIGIB_00176	CDS	576		2.7.7.53	COG0537	AP-4-A phosphorylase
LAPJIGIB_00177	CDS	1986	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
LAPJIGIB_00178	CDS	786				hypothetical protein
LAPJIGIB_00179	CDS	303				hypothetical protein
LAPJIGIB_00180	CDS	489				hypothetical protein
LAPJIGIB_00181	CDS	2418				hypothetical protein
LAPJIGIB_00182	CDS	654				hypothetical protein
LAPJIGIB_00183	CDS	369				hypothetical protein
LAPJIGIB_00184	CDS	1476				hypothetical protein
LAPJIGIB_00185	CDS	258				hypothetical protein
LAPJIGIB_00186	CDS	1296	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
LAPJIGIB_00187	CDS	495		2.5.1.17	COG2096	Corrinoid adenosyltransferase
LAPJIGIB_00188	CDS	399	atpC			ATP synthase epsilon chain
LAPJIGIB_00189	CDS	336				hypothetical protein
LAPJIGIB_00190	CDS	666	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
LAPJIGIB_00191	CDS	1800		3.2.1.28	COG3387	Trehalase
LAPJIGIB_00192	CDS	549	zwf1	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase 1
LAPJIGIB_00193	CDS	339				hypothetical protein
LAPJIGIB_00194	CDS	612	pdtaR		COG3707	putative transcriptional regulatory protein pdtaR
LAPJIGIB_00195	tRNA	75				tRNA-Leu(caa)
LAPJIGIB_00196	CDS	420	nusB		COG0781	Transcription antitermination protein NusB
LAPJIGIB_00197	CDS	561	efp		COG0231	Elongation factor P
LAPJIGIB_00198	CDS	816		3.4.-.-		putative peptidase
LAPJIGIB_00199	CDS	918	wcaJ	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
LAPJIGIB_00200	CDS	618	rmlC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
LAPJIGIB_00201	CDS	876	rmlA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase
LAPJIGIB_00202	CDS	1092	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
LAPJIGIB_00203	CDS	1887				hypothetical protein
LAPJIGIB_00204	CDS	1125				hypothetical protein
LAPJIGIB_00205	CDS	807		2.4.1.187		N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
LAPJIGIB_00206	CDS	327				hypothetical protein
LAPJIGIB_00207	CDS	1035				hypothetical protein
LAPJIGIB_00208	CDS	1509				hypothetical protein
LAPJIGIB_00209	tRNA	75				tRNA-Lys(ttt)
LAPJIGIB_00210	CDS	492				hypothetical protein
LAPJIGIB_00211	CDS	183				hypothetical protein
LAPJIGIB_00212	CDS	1254				hypothetical protein
LAPJIGIB_00213	CDS	387				hypothetical protein
LAPJIGIB_00214	CDS	1869	typA		COG1217	GTP-binding protein TypA/BipA
LAPJIGIB_00215	CDS	1389		1.3.1.-	COG3268	Putative trans-acting enoyl reductase
LAPJIGIB_00216	CDS	288		4.2.1.96	COG2154	Putative pterin-4-alpha-carbinolamine dehydratase
LAPJIGIB_00217	CDS	642				hypothetical protein
LAPJIGIB_00218	CDS	1029	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
LAPJIGIB_00219	CDS	1398	cydA	1.10.3.-	COG1271	Cytochrome bd ubiquinol oxidase subunit 1
LAPJIGIB_00220	CDS	1215	acrC	1.3.1.95		Acryloyl-CoA reductase (NADH)
LAPJIGIB_00221	CDS	1068				hypothetical protein
LAPJIGIB_00222	CDS	366				hypothetical protein
LAPJIGIB_00223	CDS	285				hypothetical protein
LAPJIGIB_00224	CDS	1455				hypothetical protein
LAPJIGIB_00225	CDS	1032				hypothetical protein
LAPJIGIB_00226	CDS	939	kanF	2.4.1.284		2-deoxystreptamine glucosyltransferase
LAPJIGIB_00227	CDS	951	fcl	1.1.1.271	COG0451	GDP-L-fucose synthase
LAPJIGIB_00228	CDS	159				hypothetical protein
LAPJIGIB_00229	CDS	855	lpxD	2.3.1.191		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
LAPJIGIB_00230	CDS	438	phaJ	4.2.1.119	COG2030	(R)-specific enoyl-CoA hydratase
LAPJIGIB_00231	CDS	387				hypothetical protein
LAPJIGIB_00232	CDS	912				hypothetical protein
LAPJIGIB_00233	CDS	900				hypothetical protein
LAPJIGIB_00234	CDS	180				hypothetical protein
LAPJIGIB_00235	CDS	480				hypothetical protein
LAPJIGIB_00236	tRNA	74				tRNA-Arg(acg)
LAPJIGIB_00237	CDS	1605				hypothetical protein
LAPJIGIB_00238	CDS	996				hypothetical protein
LAPJIGIB_00239	tRNA	92				tRNA-Ser(gct)
LAPJIGIB_00240	CDS	1473				hypothetical protein
LAPJIGIB_00241	CDS	279				hypothetical protein
LAPJIGIB_00242	CDS	831				hypothetical protein
LAPJIGIB_00243	CDS	267				hypothetical protein
LAPJIGIB_00244	CDS	258				hypothetical protein
LAPJIGIB_00245	CDS	549				hypothetical protein
LAPJIGIB_00246	CDS	1209				hypothetical protein
LAPJIGIB_00247	CDS	972	qorA_1	1.6.5.5	COG0604	Quinone oxidoreductase 1
LAPJIGIB_00248	CDS	690				hypothetical protein
LAPJIGIB_00249	CDS	294				hypothetical protein
LAPJIGIB_00250	CDS	579				hypothetical protein
LAPJIGIB_00251	CDS	1185	qacA_1		COG0477	Antiseptic resistance protein
LAPJIGIB_00252	CDS	783		3.5.1.111		2-oxoglutaramate amidase
LAPJIGIB_00253	CDS	1761				hypothetical protein
LAPJIGIB_00254	CDS	1191	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
LAPJIGIB_00255	CDS	1068	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
LAPJIGIB_00256	CDS	174				hypothetical protein
LAPJIGIB_00257	CDS	366				hypothetical protein
LAPJIGIB_00258	CDS	378				hypothetical protein
LAPJIGIB_00259	CDS	216				hypothetical protein
LAPJIGIB_00260	CDS	1485	lcfB	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
LAPJIGIB_00261	CDS	243				hypothetical protein
LAPJIGIB_00262	CDS	834	drrB			Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB
LAPJIGIB_00263	CDS	966	drrA	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
LAPJIGIB_00264	CDS	483	greA		COG0782	Transcription elongation factor GreA
LAPJIGIB_00265	CDS	1023	ykfC	3.4.14.13		Gamma-D-glutamyl-L-lysine dipeptidyl-peptidase
LAPJIGIB_00266	CDS	429				hypothetical protein
LAPJIGIB_00267	CDS	264				hypothetical protein
LAPJIGIB_00268	CDS	759				hypothetical protein
LAPJIGIB_00269	CDS	582				hypothetical protein
LAPJIGIB_00270	CDS	762		2.5.1.68	COG0020	(2Z,6E)-farnesyl diphosphate synthase
LAPJIGIB_00271	CDS	1314				hypothetical protein
LAPJIGIB_00272	CDS	753	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
LAPJIGIB_00273	CDS	147				hypothetical protein
LAPJIGIB_00274	CDS	195				hypothetical protein
LAPJIGIB_00275	CDS	1230		2.1.1.-	COG2230	putative fatty acid methyltransferase
LAPJIGIB_00276	CDS	1428				hypothetical protein
LAPJIGIB_00277	CDS	159				hypothetical protein
LAPJIGIB_00278	CDS	969				hypothetical protein
LAPJIGIB_00279	CDS	1530	yhdG_1		COG0531	putative amino acid permease YhdG
LAPJIGIB_00280	CDS	756	glpF		COG0580	Glycerol uptake facilitator protein
LAPJIGIB_00281	CDS	1353	ubiB	2.7.-.-		protein kinase UbiB
LAPJIGIB_00282	CDS	2073	uvrD2	3.6.4.12	COG0210	ATP-dependent DNA helicase UvrD2
LAPJIGIB_00283	CDS	783	nudC	3.6.1.22		NADH pyrophosphatase
LAPJIGIB_00284	CDS	804				hypothetical protein
LAPJIGIB_00285	tRNA	75				tRNA-Asn(gtt)
LAPJIGIB_00286	CDS	1695	cshA	3.6.4.13		DEAD-box ATP-dependent RNA helicase CshA
LAPJIGIB_00287	CDS	915				hypothetical protein
LAPJIGIB_00288	CDS	996			COG0596	putative protein
LAPJIGIB_00289	CDS	339				hypothetical protein
LAPJIGIB_00290	CDS	483		1.3.8.1	COG1960	Acyl-CoA dehydrogenase, short-chain specific
LAPJIGIB_00291	CDS	1002	hepT	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
LAPJIGIB_00292	CDS	1560	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
LAPJIGIB_00293	CDS	1563	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
LAPJIGIB_00294	CDS	1968	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
LAPJIGIB_00295	CDS	300		7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit 11
LAPJIGIB_00296	CDS	963				hypothetical protein
LAPJIGIB_00297	CDS	639	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
LAPJIGIB_00298	CDS	1329	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
LAPJIGIB_00299	CDS	2475	nuoG	7.1.1.-	COG1034	NADH-quinone oxidoreductase subunit G
LAPJIGIB_00300	CDS	1320	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
LAPJIGIB_00301	CDS	648	nuoE	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit E
LAPJIGIB_00302	CDS	1317	nuoD	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit D
LAPJIGIB_00303	CDS	741	nuoC	7.1.1.-	COG0852	NADH-quinone oxidoreductase subunit C
LAPJIGIB_00304	CDS	555	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
LAPJIGIB_00305	CDS	360	nuoA	7.1.1.-	COG0838	NADH-quinone oxidoreductase subunit A
LAPJIGIB_00306	CDS	990	COQ5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
LAPJIGIB_00307	CDS	1014	menF	5.4.4.2		Isochorismate synthase MenF
LAPJIGIB_00308	CDS	495	gpx1	1.11.1.22		Hydroperoxy fatty acid reductase gpx1
LAPJIGIB_00309	CDS	1593	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
LAPJIGIB_00310	CDS	1026	menC	4.2.1.113	COG4948	o-succinylbenzoate synthase
LAPJIGIB_00311	CDS	384	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
LAPJIGIB_00312	CDS	1371				hypothetical protein
LAPJIGIB_00313	CDS	780				hypothetical protein
LAPJIGIB_00314	CDS	1071				hypothetical protein
LAPJIGIB_00315	CDS	1842				hypothetical protein
LAPJIGIB_00316	CDS	807				hypothetical protein
LAPJIGIB_00317	CDS	792				hypothetical protein
LAPJIGIB_00318	CDS	492				hypothetical protein
LAPJIGIB_00319	CDS	732				hypothetical protein
LAPJIGIB_00320	CDS	978		3.6.-.-	COG1703	putative GTPase
LAPJIGIB_00321	CDS	2160	mutB	5.4.99.2	COG1884	putative methylmalonyl-CoA mutase large subunit
LAPJIGIB_00322	CDS	1791	mutA	5.4.99.2	COG1884	Methylmalonyl-CoA mutase small subunit
LAPJIGIB_00323	CDS	381	sdhC		COG2009	Succinate dehydrogenase 2 membrane subunit SdhC
LAPJIGIB_00324	CDS	411				hypothetical protein
LAPJIGIB_00325	CDS	1743	sdhA	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
LAPJIGIB_00326	CDS	765	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
LAPJIGIB_00327	CDS	2016				hypothetical protein
LAPJIGIB_00328	CDS	342				hypothetical protein
LAPJIGIB_00329	CDS	798	scmP	3.5.1.-	COG1473	N-acetylcysteine deacetylase
LAPJIGIB_00330	CDS	3192	icmF		COG1703	Fused isobutyryl-CoA mutase
LAPJIGIB_00331	CDS	498				hypothetical protein
LAPJIGIB_00332	CDS	447				hypothetical protein
LAPJIGIB_00333	CDS	183				hypothetical protein
LAPJIGIB_00334	CDS	2097				hypothetical protein
LAPJIGIB_00335	CDS	984				hypothetical protein
LAPJIGIB_00336	CDS	861	ephA_1	3.3.2.10		Epoxide hydrolase A
LAPJIGIB_00337	CDS	1326	aroH_1	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase
LAPJIGIB_00338	CDS	747				hypothetical protein
LAPJIGIB_00339	CDS	585				hypothetical protein
LAPJIGIB_00340	CDS	1230				hypothetical protein
LAPJIGIB_00341	CDS	939	glkA	2.7.1.2		Glucokinase
LAPJIGIB_00342	CDS	489				hypothetical protein
LAPJIGIB_00343	CDS	1188				hypothetical protein
LAPJIGIB_00344	CDS	441				hypothetical protein
LAPJIGIB_00345	CDS	768				hypothetical protein
LAPJIGIB_00346	CDS	489				hypothetical protein
LAPJIGIB_00347	CDS	408				hypothetical protein
LAPJIGIB_00348	CDS	1794		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
LAPJIGIB_00349	CDS	231				hypothetical protein
LAPJIGIB_00350	CDS	1365	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
LAPJIGIB_00351	CDS	627				hypothetical protein
LAPJIGIB_00352	CDS	747				hypothetical protein
LAPJIGIB_00353	CDS	117				hypothetical protein
LAPJIGIB_00354	CDS	360				hypothetical protein
LAPJIGIB_00355	CDS	1353				hypothetical protein
LAPJIGIB_00356	CDS	1023				hypothetical protein
LAPJIGIB_00357	CDS	447	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
LAPJIGIB_00358	CDS	519				hypothetical protein
LAPJIGIB_00359	CDS	846	rssB			Regulator of RpoS
LAPJIGIB_00360	CDS	1344	hdc	4.1.1.22		Histidine decarboxylase
LAPJIGIB_00361	CDS	990				hypothetical protein
LAPJIGIB_00362	CDS	348				hypothetical protein
LAPJIGIB_00363	CDS	1584				hypothetical protein
LAPJIGIB_00364	CDS	615		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
LAPJIGIB_00365	CDS	708	rph	2.7.7.56	COG0689	Ribonuclease PH
LAPJIGIB_00366	CDS	741			COG1234	putative protein
LAPJIGIB_00367	CDS	819	murI	5.1.1.3	COG0796	Glutamate racemase
LAPJIGIB_00368	CDS	948	cysM	2.5.1.113	COG0031	O-phosphoserine sulfhydrylase
LAPJIGIB_00369	CDS	273	cysO_1		COG1977	Sulfur carrier protein CysO
