locus_tag	ftype	length_bp	gene	EC_number	COG	product
AIPKPAAK_00067	CDS	693				hypothetical protein
AIPKPAAK_00068	CDS	375				hypothetical protein
AIPKPAAK_00069	CDS	1161				hypothetical protein
AIPKPAAK_00070	CDS	477	ccmH		COG3088	Cytochrome c-type biogenesis protein CcmH
AIPKPAAK_00071	CDS	585	dsbE		COG0526	Thiol:disulfide interchange protein DsbE
AIPKPAAK_00072	CDS	1980	ccmF		COG1138	Cytochrome c-type biogenesis protein CcmF
AIPKPAAK_00073	CDS	453	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
AIPKPAAK_00074	CDS	213				hypothetical protein
AIPKPAAK_00075	CDS	717	ccmC		COG0755	Heme exporter protein C
AIPKPAAK_00076	CDS	699	ccmB		COG2386	Heme exporter protein B
AIPKPAAK_00077	CDS	501			COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit 
AIPKPAAK_00078	CDS	735				hypothetical protein
AIPKPAAK_00079	CDS	471				hypothetical protein
AIPKPAAK_00080	CDS	393				hypothetical protein
AIPKPAAK_00081	CDS	447				hypothetical protein
AIPKPAAK_00082	CDS	1611	sglT			Sodium/glucose cotransporter
AIPKPAAK_00083	CDS	582				hypothetical protein
AIPKPAAK_00084	CDS	2088	fadH	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
AIPKPAAK_00085	CDS	246				hypothetical protein
AIPKPAAK_00086	CDS	717		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
AIPKPAAK_00087	CDS	1086				hypothetical protein
AIPKPAAK_00088	CDS	1158	fadA5	2.3.1.16		Steroid 3-ketoacyl-CoA thiolase
AIPKPAAK_00089	CDS	888		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
AIPKPAAK_00090	CDS	336				hypothetical protein
AIPKPAAK_00091	CDS	453	ssb			Single-stranded DNA-binding protein
AIPKPAAK_00092	CDS	873	rmlD	1.1.1.133		dTDP-4-dehydrorhamnose reductase
AIPKPAAK_00093	CDS	498	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
AIPKPAAK_00094	CDS	288				hypothetical protein
AIPKPAAK_00095	CDS	1797	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
AIPKPAAK_00096	CDS	567				hypothetical protein
AIPKPAAK_00097	CDS	1353	alsT_1		COG1115	Amino-acid carrier protein AlsT
AIPKPAAK_00098	CDS	2007	pvaA	1.1.2.6		Polyvinylalcohol dehydrogenase
AIPKPAAK_00099	CDS	1119				hypothetical protein
AIPKPAAK_00100	CDS	582				hypothetical protein
AIPKPAAK_00101	CDS	270				hypothetical protein
AIPKPAAK_00102	CDS	1455	bchZ	1.3.7.15	COG2710	Chlorophyllide reductase subunit Z
AIPKPAAK_00103	CDS	783	bchY	1.3.7.15		Chlorophyllide reductase 52.5 kDa chain
AIPKPAAK_00104	CDS	285				hypothetical protein
AIPKPAAK_00105	CDS	219	ibaG		COG5007	Acid stress protein IbaG
AIPKPAAK_00106	CDS	1263	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
AIPKPAAK_00107	CDS	660	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
AIPKPAAK_00108	CDS	1305	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
AIPKPAAK_00109	CDS	714	degS	3.4.21.107	COG0265	Serine endoprotease DegS
AIPKPAAK_00110	CDS	483	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
AIPKPAAK_00111	CDS	975	cysB			HTH-type transcriptional regulator CysB
AIPKPAAK_00112	CDS	903				hypothetical protein
AIPKPAAK_00113	CDS	267				hypothetical protein
AIPKPAAK_00114	CDS	648	ubiJ			Ubiquinone biosynthesis accessory factor UbiJ
AIPKPAAK_00115	CDS	777	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
AIPKPAAK_00116	CDS	396				hypothetical protein
AIPKPAAK_00117	CDS	567	ftsN			Cell division protein FtsN
AIPKPAAK_00118	CDS	279	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
AIPKPAAK_00119	CDS	1101	pufC			Photosynthetic reaction center cytochrome c subunit
AIPKPAAK_00120	CDS	975	pufM			Reaction center protein M chain
AIPKPAAK_00121	CDS	825	pufL			Reaction center protein L chain
AIPKPAAK_00122	CDS	996	fbiA	2.7.8.28	COG0391	Phosphoenolpyruvate transferase
AIPKPAAK_00123	CDS	780	fbiB		COG0778	Bifunctional F420 biosynthesis protein FbiB
AIPKPAAK_00124	CDS	678				hypothetical protein
AIPKPAAK_00125	CDS	453				hypothetical protein
AIPKPAAK_00126	CDS	1578	alkJ	1.1.99.-		Alcohol dehydrogenase [acceptor]
AIPKPAAK_00127	CDS	870				hypothetical protein
AIPKPAAK_00128	CDS	459		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
AIPKPAAK_00129	CDS	774		1.1.1.51	COG1028	3-beta-hydroxysteroid dehydrogenase
AIPKPAAK_00130	CDS	777	ycdF	1.1.1.47	COG1028	Glucose 1-dehydrogenase 2
AIPKPAAK_00131	CDS	717				hypothetical protein
AIPKPAAK_00132	CDS	816				hypothetical protein
AIPKPAAK_00133	CDS	816	thiK	2.7.1.89		Thiamine kinase
AIPKPAAK_00134	CDS	555				hypothetical protein
AIPKPAAK_00135	CDS	264				hypothetical protein
AIPKPAAK_00136	CDS	1521				hypothetical protein
AIPKPAAK_00137	CDS	1017				hypothetical protein
AIPKPAAK_00138	CDS	573				hypothetical protein
AIPKPAAK_00139	CDS	1644	pamO	1.14.13.92	COG2072	Phenylacetone monooxygenase
AIPKPAAK_00140	CDS	759		1.1.1.51	COG1028	3-beta-hydroxysteroid dehydrogenase
AIPKPAAK_00141	CDS	693	bdhA	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
AIPKPAAK_00142	CDS	984	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
AIPKPAAK_00143	CDS	129				hypothetical protein
AIPKPAAK_00144	CDS	759				hypothetical protein
AIPKPAAK_00145	CDS	756				hypothetical protein
AIPKPAAK_00146	CDS	1809				hypothetical protein
AIPKPAAK_00147	CDS	1296				hypothetical protein
AIPKPAAK_00148	CDS	1812	bmrA	3.6.3.-	COG1132	Multidrug resistance ABC transporter ATP-binding/permease protein BmrA
AIPKPAAK_00149	CDS	1359	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
AIPKPAAK_00150	CDS	285	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
AIPKPAAK_00151	CDS	1143	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
AIPKPAAK_00152	CDS	339	chrR		COG3806	Anti-sigma-E factor ChrR
AIPKPAAK_00153	CDS	1122		6.2.1.42		3-oxocholest-4-en-26-oate--CoA ligase
AIPKPAAK_00154	CDS	129				hypothetical protein
AIPKPAAK_00155	CDS	219				hypothetical protein
AIPKPAAK_00156	CDS	591				hypothetical protein
AIPKPAAK_00157	CDS	576				hypothetical protein
AIPKPAAK_00158	CDS	765				hypothetical protein
AIPKPAAK_00159	CDS	783	yaaA		COG3022	Peroxide stress resistance protein YaaA
AIPKPAAK_00160	CDS	558				hypothetical protein
AIPKPAAK_00161	CDS	258	rpmA		COG0211	50S ribosomal protein L27
AIPKPAAK_00162	CDS	312	rplU		COG0261	50S ribosomal protein L21
AIPKPAAK_00163	CDS	966	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
AIPKPAAK_00164	CDS	1617	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
AIPKPAAK_00165	CDS	339				hypothetical protein
AIPKPAAK_00166	CDS	603				hypothetical protein
AIPKPAAK_00167	CDS	438				hypothetical protein
AIPKPAAK_00168	CDS	1458	calB	1.2.1.68		Coniferyl aldehyde dehydrogenase
AIPKPAAK_00169	CDS	264				hypothetical protein
AIPKPAAK_00170	CDS	1050	envC		COG4942	Murein hydrolase activator EnvC
AIPKPAAK_00171	CDS	1401				hypothetical protein
AIPKPAAK_00172	CDS	774	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
AIPKPAAK_00173	CDS	117				hypothetical protein
AIPKPAAK_00174	CDS	906	accC_1	6.3.4.14	COG0439	Biotin carboxylase
AIPKPAAK_00175	CDS	900	prmA_1	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
AIPKPAAK_00176	CDS	879				hypothetical protein
AIPKPAAK_00177	CDS	1026	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
AIPKPAAK_00178	CDS	270	fis		COG2901	DNA-binding protein Fis
AIPKPAAK_00179	CDS	372				hypothetical protein
AIPKPAAK_00180	CDS	582				hypothetical protein
AIPKPAAK_00181	CDS	1566	chlB	1.3.7.7	COG2710	Light-independent protochlorophyllide reductase subunit B
AIPKPAAK_00182	CDS	1287	chlN	1.3.7.7	COG2710	Light-independent protochlorophyllide reductase subunit N
AIPKPAAK_00183	CDS	537				hypothetical protein
AIPKPAAK_00184	CDS	1485				hypothetical protein
AIPKPAAK_00185	CDS	909	menA	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
AIPKPAAK_00186	CDS	450	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
AIPKPAAK_00187	CDS	1404	thrC	4.2.3.1	COG0498	Threonine synthase
AIPKPAAK_00188	CDS	300				hypothetical protein
AIPKPAAK_00189	CDS	1773	coxN	1.9.3.1	COG0843	Alternative cytochrome c oxidase subunit 1
AIPKPAAK_00190	CDS	1443				hypothetical protein
AIPKPAAK_00191	CDS	492				hypothetical protein
AIPKPAAK_00192	CDS	534				hypothetical protein
AIPKPAAK_00193	CDS	498				hypothetical protein
AIPKPAAK_00194	CDS	918	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
AIPKPAAK_00195	CDS	1443	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
AIPKPAAK_00196	CDS	699	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
AIPKPAAK_00197	CDS	423				hypothetical protein
AIPKPAAK_00198	CDS	351				hypothetical protein
AIPKPAAK_00199	CDS	1986	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
AIPKPAAK_00200	CDS	2370	btuB_1			Vitamin B12 transporter BtuB
AIPKPAAK_00201	CDS	282	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
AIPKPAAK_00202	CDS	1356	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
AIPKPAAK_00203	CDS	1164	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
AIPKPAAK_00204	CDS	111				hypothetical protein
AIPKPAAK_00205	CDS	408	ribBA_1		COG0108	Riboflavin biosynthesis protein RibBA
AIPKPAAK_00206	CDS	315				hypothetical protein
AIPKPAAK_00207	CDS	921	cho	3.1.25.-	COG0322	Excinuclease cho
AIPKPAAK_00208	CDS	624				hypothetical protein
AIPKPAAK_00209	CDS	603	recR		COG0353	Recombination protein RecR
AIPKPAAK_00210	CDS	1107	rnd	3.1.13.5	COG0349	Ribonuclease D
AIPKPAAK_00211	CDS	288	ycgL			Protein YcgL
AIPKPAAK_00212	CDS	342				hypothetical protein
AIPKPAAK_00213	CDS	846				hypothetical protein
AIPKPAAK_00214	CDS	726	neoA	1.1.1.329		2-deoxy-scyllo-inosamine dehydrogenase
AIPKPAAK_00215	CDS	894				hypothetical protein
AIPKPAAK_00216	CDS	600				hypothetical protein
AIPKPAAK_00217	CDS	414				hypothetical protein
AIPKPAAK_00218	CDS	429				hypothetical protein
AIPKPAAK_00219	CDS	306				hypothetical protein
AIPKPAAK_00220	CDS	423		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
AIPKPAAK_00221	CDS	438				hypothetical protein
AIPKPAAK_00222	CDS	2211		3.5.1.93		Glutaryl-7-aminocephalosporanic-acid acylase
AIPKPAAK_00223	CDS	2706	ptrA	3.4.24.55	COG1025	Protease 3
AIPKPAAK_00224	CDS	1800	lepA	3.6.5.-	COG0481	Elongation factor 4
AIPKPAAK_00225	CDS	501				hypothetical protein
AIPKPAAK_00226	CDS	258	pspB			Phage shock protein B
AIPKPAAK_00227	CDS	708	pspA		COG1842	Phage shock protein A
AIPKPAAK_00228	CDS	243				hypothetical protein
AIPKPAAK_00229	CDS	222				hypothetical protein
AIPKPAAK_00230	CDS	1041	pspF		COG1221	Psp operon transcriptional activator
AIPKPAAK_00231	CDS	1116	mshA	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
AIPKPAAK_00232	CDS	1344	spuC	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
AIPKPAAK_00233	CDS	1494	glpK	2.7.1.30	COG0554	Glycerol kinase
AIPKPAAK_00234	CDS	273	ald	1.2.1.83		3-succinoylsemialdehyde-pyridine dehydrogenase
AIPKPAAK_00235	CDS	477	accC_2	6.3.4.14	COG0439	Biotin carboxylase
AIPKPAAK_00236	CDS	900	prmA_2	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
AIPKPAAK_00237	CDS	879				hypothetical protein
AIPKPAAK_00238	CDS	1065				hypothetical protein
AIPKPAAK_00239	CDS	240	tusA		COG0425	Sulfur carrier protein TusA
AIPKPAAK_00240	CDS	417				hypothetical protein
AIPKPAAK_00241	CDS	1464				hypothetical protein
AIPKPAAK_00242	CDS	1122	bauA	2.6.1.18	COG0161	Beta-alanine--pyruvate aminotransferase
AIPKPAAK_00243	CDS	885	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
AIPKPAAK_00244	CDS	786	rlpA	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
AIPKPAAK_00245	CDS	129				hypothetical protein
AIPKPAAK_00246	CDS	417				hypothetical protein
AIPKPAAK_00247	CDS	1221	argG	6.3.4.5	COG0137	Argininosuccinate synthase
AIPKPAAK_00248	CDS	204				hypothetical protein
AIPKPAAK_00249	CDS	144				hypothetical protein
AIPKPAAK_00250	CDS	300				hypothetical protein
AIPKPAAK_00251	CDS	441				hypothetical protein
AIPKPAAK_00252	CDS	867	cntI			Pseudopaline exporter CntI
AIPKPAAK_00253	CDS	348				hypothetical protein
AIPKPAAK_00254	CDS	369				hypothetical protein
AIPKPAAK_00255	CDS	306				hypothetical protein
AIPKPAAK_00256	CDS	591	algU		COG1595	RNA polymerase sigma-H factor
AIPKPAAK_00257	CDS	1638	nadB	1.4.3.16	COG0029	L-aspartate oxidase
AIPKPAAK_00258	CDS	258				hypothetical protein
AIPKPAAK_00259	CDS	702				hypothetical protein
AIPKPAAK_00260	CDS	615	yciB		COG2917	putative intracellular septation protein A
AIPKPAAK_00261	CDS	819	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
AIPKPAAK_00262	CDS	627	yciO		COG0009	putative protein YciO
AIPKPAAK_00263	CDS	633				hypothetical protein
AIPKPAAK_00264	CDS	1182				hypothetical protein
AIPKPAAK_00265	CDS	603	nicF_1	3.5.1.107	COG1335	Maleamate amidohydrolase
AIPKPAAK_00266	CDS	297				hypothetical protein
AIPKPAAK_00267	CDS	471				hypothetical protein
AIPKPAAK_00268	CDS	1683	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
AIPKPAAK_00269	CDS	699				hypothetical protein
AIPKPAAK_00270	CDS	411				hypothetical protein
AIPKPAAK_00271	CDS	270	rpsO		COG0184	30S ribosomal protein S15
AIPKPAAK_00272	CDS	924	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
AIPKPAAK_00273	CDS	408	rbfA		COG0858	30S ribosome-binding factor
AIPKPAAK_00274	CDS	462	infB		COG0532	Translation initiation factor IF-2
AIPKPAAK_00275	CDS	882	rarD		COG2962	Protein RarD
AIPKPAAK_00276	CDS	684	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
AIPKPAAK_00277	CDS	552				hypothetical protein
AIPKPAAK_00278	CDS	210				hypothetical protein
AIPKPAAK_00279	CDS	336				hypothetical protein
AIPKPAAK_00280	CDS	1368	aam	3.5.1.13	COG0154	Acylamidase
AIPKPAAK_00281	CDS	120				hypothetical protein
AIPKPAAK_00282	CDS	813				hypothetical protein
AIPKPAAK_00283	CDS	1389	pucC			Protein PucC
AIPKPAAK_00284	CDS	1197				hypothetical protein
AIPKPAAK_00285	CDS	267				hypothetical protein
AIPKPAAK_00286	CDS	504	hscB		COG1076	Co-chaperone protein HscB
AIPKPAAK_00287	CDS	324	iscA		COG0316	Iron-binding protein IscA
AIPKPAAK_00288	CDS	384	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
AIPKPAAK_00289	CDS	1233	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
AIPKPAAK_00290	CDS	228	cnbA	1.7.1.16		Chloronitrobenzene nitroreductase
AIPKPAAK_00291	CDS	1149	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
AIPKPAAK_00292	CDS	489	mch	4.2.1.148	COG2030	Mesaconyl-CoA hydratase
AIPKPAAK_00293	CDS	804	nagR		COG2188	HTH-type transcriptional repressor NagR
AIPKPAAK_00294	CDS	888	citE	4.1.3.6	COG2301	Citrate lyase subunit beta
AIPKPAAK_00295	CDS	573				hypothetical protein
AIPKPAAK_00296	CDS	945	speB	3.5.3.11	COG0010	Agmatinase
AIPKPAAK_00297	CDS	558				hypothetical protein
AIPKPAAK_00298	CDS	1089	dinB	2.7.7.7	COG0389	DNA polymerase IV
AIPKPAAK_00299	CDS	612				hypothetical protein
AIPKPAAK_00300	CDS	1626		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
AIPKPAAK_00301	CDS	1059	dmdA	2.1.1.269		Dimethylsulfonioproprionate demethylase DmdA
AIPKPAAK_00302	CDS	861	yfmJ_1	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
AIPKPAAK_00303	CDS	651				hypothetical protein
AIPKPAAK_00304	CDS	843				hypothetical protein
AIPKPAAK_00305	CDS	771	caiD	4.2.1.149		Carnitinyl-CoA dehydratase
AIPKPAAK_00306	CDS	774		1.-.-.-		putative oxidoreductase
AIPKPAAK_00307	CDS	1218	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
AIPKPAAK_00308	CDS	1320	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
AIPKPAAK_00309	CDS	603				hypothetical protein
AIPKPAAK_00310	CDS	210				hypothetical protein
AIPKPAAK_00311	CDS	318	zapA		COG3027	Cell division protein ZapA
AIPKPAAK_00312	CDS	717				hypothetical protein
AIPKPAAK_00313	CDS	825				hypothetical protein
AIPKPAAK_00314	CDS	1581	ctaD	1.9.3.1	COG0843	Cytochrome c oxidase subunit 1
AIPKPAAK_00315	CDS	936	phrA	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
AIPKPAAK_00316	CDS	792	kynB	3.5.1.9		Kynurenine formamidase
AIPKPAAK_00317	CDS	1410	hutI	3.5.2.7		Imidazolonepropionase
AIPKPAAK_00318	CDS	543				hypothetical protein
AIPKPAAK_00319	CDS	1449	yagG		COG2211	Putative glycoside/cation symporter YagG
AIPKPAAK_00320	CDS	615				hypothetical protein
AIPKPAAK_00321	CDS	348				hypothetical protein
AIPKPAAK_00322	CDS	519				hypothetical protein
AIPKPAAK_00323	CDS	303	soxD	1.5.3.1		Sarcosine oxidase subunit delta
AIPKPAAK_00324	CDS	1149	soxB	1.5.3.1		Sarcosine oxidase subunit beta
AIPKPAAK_00325	CDS	756				hypothetical protein
AIPKPAAK_00326	CDS	1737				hypothetical protein
AIPKPAAK_00327	CDS	1017				hypothetical protein
AIPKPAAK_00328	CDS	834	aldHT	1.2.1.5		Aldehyde dehydrogenase, thermostable
AIPKPAAK_00329	CDS	327	grxD		COG0278	Glutaredoxin 4
AIPKPAAK_00330	CDS	1122	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
AIPKPAAK_00331	CDS	2691	hmp	1.14.12.17		Flavohemoprotein
AIPKPAAK_00332	CDS	318				hypothetical protein
AIPKPAAK_00333	CDS	1083		1.1.1.306		S-(hydroxymethyl)mycothiol dehydrogenase
AIPKPAAK_00334	CDS	1023				hypothetical protein
AIPKPAAK_00335	CDS	1908				hypothetical protein
AIPKPAAK_00336	CDS	222				hypothetical protein
AIPKPAAK_00337	CDS	570	gmhA1	5.3.1.28	COG0279	Phosphoheptose isomerase 1
AIPKPAAK_00338	CDS	1191	nhaP2			K(+)/H(+) antiporter NhaP2
AIPKPAAK_00339	CDS	357				hypothetical protein
AIPKPAAK_00340	CDS	237	acpP		COG0236	Acyl carrier protein
AIPKPAAK_00341	CDS	1242	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
AIPKPAAK_00342	CDS	825	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
AIPKPAAK_00343	CDS	303				hypothetical protein
AIPKPAAK_00344	CDS	1161	hflK		COG0330	Modulator of FtsH protease HflK
AIPKPAAK_00345	CDS	1251	hflX		COG2262	GTPase HflX
AIPKPAAK_00346	CDS	246	hfq		COG1923	RNA-binding protein Hfq
AIPKPAAK_00347	CDS	339	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
AIPKPAAK_00348	CDS	1377	trkA		COG0569	Trk system potassium uptake protein TrkA
AIPKPAAK_00349	CDS	1449	trkH		COG0168	Trk system potassium uptake protein TrkH
AIPKPAAK_00350	CDS	825	djlA		COG1076	Co-chaperone protein DjlA
AIPKPAAK_00351	CDS	954	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
AIPKPAAK_00352	CDS	996	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
AIPKPAAK_00353	CDS	240				hypothetical protein
AIPKPAAK_00354	CDS	471				hypothetical protein
AIPKPAAK_00355	CDS	516				hypothetical protein
AIPKPAAK_00356	CDS	810				hypothetical protein
AIPKPAAK_00357	CDS	540	dsbB		COG1495	Disulfide bond formation protein B
AIPKPAAK_00358	CDS	222				hypothetical protein
AIPKPAAK_00359	CDS	147				hypothetical protein
AIPKPAAK_00360	CDS	540				hypothetical protein
AIPKPAAK_00361	CDS	372				hypothetical protein
AIPKPAAK_00362	CDS	810	nudC	3.6.1.22		NADH pyrophosphatase
