locus_tag	ftype	length_bp	gene	EC_number	COG	product
COFJJGOO_00187	CDS	327	trxA		COG0526	Thioredoxin
COFJJGOO_00188	CDS	966	trxB	1.8.1.9	COG0492	Thioredoxin reductase
COFJJGOO_00189	CDS	393				hypothetical protein
COFJJGOO_00190	CDS	1131				hypothetical protein
COFJJGOO_00191	CDS	570	sigE		COG1595	ECF RNA polymerase sigma factor SigE
COFJJGOO_00192	CDS	303				hypothetical protein
COFJJGOO_00193	CDS	813	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
COFJJGOO_00194	CDS	1116	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
COFJJGOO_00195	CDS	234				hypothetical protein
COFJJGOO_00196	CDS	1602	secDF		COG0341	Protein translocase subunit SecDF
COFJJGOO_00197	CDS	405				hypothetical protein
COFJJGOO_00198	CDS	1305	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
COFJJGOO_00199	CDS	669				hypothetical protein
COFJJGOO_00200	tRNA	74				tRNA-Glu(ctc)
COFJJGOO_00201	tRNA	73				tRNA-Gln(ctg)
COFJJGOO_00202	CDS	393				hypothetical protein
COFJJGOO_00203	CDS	903				hypothetical protein
COFJJGOO_00204	CDS	486				hypothetical protein
COFJJGOO_00205	CDS	777	gdhI_1	1.1.1.47	COG1028	Glucose 1-dehydrogenase 1
COFJJGOO_00206	CDS	300				hypothetical protein
COFJJGOO_00207	CDS	1281	hutI_2	3.5.2.7		Imidazolonepropionase
COFJJGOO_00208	CDS	951	ligJ	4.2.1.-		2-keto-4-carboxy-3-hexenedioate hydratase
COFJJGOO_00209	CDS	144				hypothetical protein
COFJJGOO_00210	CDS	1176	fadA5_1	2.3.1.16		Steroid 3-ketoacyl-CoA thiolase
COFJJGOO_00211	CDS	927		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
COFJJGOO_00212	CDS	177				hypothetical protein
COFJJGOO_00213	CDS	1344	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
COFJJGOO_00214	CDS	1404	tldD	3.4.-.-	COG0312	Metalloprotease TldD
COFJJGOO_00215	CDS	399				hypothetical protein
COFJJGOO_00216	CDS	1029				hypothetical protein
COFJJGOO_00217	CDS	804				hypothetical protein
COFJJGOO_00218	CDS	1839	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
COFJJGOO_00219	CDS	627	nfuA		COG0316	Fe/S biogenesis protein NfuA
COFJJGOO_00220	CDS	1134				hypothetical protein
COFJJGOO_00221	CDS	807	ybhA	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
COFJJGOO_00222	CDS	429				hypothetical protein
COFJJGOO_00223	CDS	1161				hypothetical protein
COFJJGOO_00224	CDS	753	crt_2	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
COFJJGOO_00225	CDS	1512				hypothetical protein
COFJJGOO_00226	CDS	2469				hypothetical protein
COFJJGOO_00227	CDS	738	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
COFJJGOO_00228	CDS	738	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
COFJJGOO_00229	CDS	330				hypothetical protein
COFJJGOO_00230	CDS	714	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
COFJJGOO_00231	CDS	315				hypothetical protein
COFJJGOO_00232	CDS	444				hypothetical protein
COFJJGOO_00233	CDS	672	ideR		COG1321	Iron-dependent repressor IdeR
COFJJGOO_00234	CDS	990				hypothetical protein
COFJJGOO_00235	CDS	546		1.-.-.-		putative oxidoreductase
COFJJGOO_00236	CDS	333	sphR		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein SphR
COFJJGOO_00237	CDS	1365	sasA	2.7.-.-		Adaptive-response sensory-kinase SasA
COFJJGOO_00238	CDS	588				hypothetical protein
COFJJGOO_00239	CDS	1566		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
COFJJGOO_00240	CDS	1101				hypothetical protein
COFJJGOO_00241	CDS	2043	uvrB		COG0556	UvrABC system protein B
COFJJGOO_00242	CDS	633	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
COFJJGOO_00243	CDS	1317	rpsA		COG0539	30S ribosomal protein S1
COFJJGOO_00244	CDS	618	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
COFJJGOO_00245	CDS	1011	gap3	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 3
COFJJGOO_00246	CDS	783	yaaA		COG3022	Peroxide stress resistance protein YaaA
COFJJGOO_00247	CDS	810	menH_1	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
COFJJGOO_00248	CDS	1728	menD	2.2.1.9		2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
COFJJGOO_00249	CDS	1365		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
COFJJGOO_00250	CDS	681	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
COFJJGOO_00251	CDS	447				hypothetical protein
COFJJGOO_00252	CDS	594	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
COFJJGOO_00253	tRNA	85				tRNA-Leu(tag)
COFJJGOO_00254	CDS	795				hypothetical protein
COFJJGOO_00255	CDS	570	pncA	3.5.1.19	COG1335	Nicotinamidase/pyrazinamidase
COFJJGOO_00256	CDS	1335	pncB1	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB1
COFJJGOO_00257	CDS	1182				hypothetical protein
COFJJGOO_00258	CDS	585		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
COFJJGOO_00259	CDS	729	rph	2.7.7.56	COG0689	Ribonuclease PH
COFJJGOO_00260	CDS	744			COG1234	putative protein
COFJJGOO_00261	CDS	819	racE	5.1.1.3	COG0796	Glutamate racemase 1
COFJJGOO_00262	CDS	1950	ftsH	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
COFJJGOO_00263	CDS	450				hypothetical protein
COFJJGOO_00264	CDS	555	ribE	2.5.1.9	COG0307	Riboflavin synthase
COFJJGOO_00265	CDS	1230	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
COFJJGOO_00266	CDS	492	ribH	2.5.1.78		6,7-dimethyl-8-ribityllumazine synthase
COFJJGOO_00267	CDS	1611	malL	3.2.1.10	COG0366	Oligo-1,6-glucosidase
COFJJGOO_00268	CDS	276				hypothetical protein
COFJJGOO_00269	CDS	1527	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
COFJJGOO_00270	CDS	1161		1.-.-.-	COG0516	putative oxidoreductase/MSMEI_1564
COFJJGOO_00271	CDS	675	nudL	3.6.1.-		putative Nudix hydrolase NudL
COFJJGOO_00272	CDS	153				hypothetical protein
COFJJGOO_00273	CDS	1644	groL1_1			60 kDa chaperonin 1
COFJJGOO_00274	CDS	291	groS_1		COG0234	10 kDa chaperonin
COFJJGOO_00275	CDS	282	glnM		COG0765	putative glutamine ABC transporter permease protein GlnM
COFJJGOO_00276	CDS	1812				hypothetical protein
COFJJGOO_00277	CDS	759	glnQ			Glutamine transport ATP-binding protein GlnQ
COFJJGOO_00278	CDS	1017	btuF			Vitamin B12-binding protein
COFJJGOO_00279	CDS	1068	btuC			Vitamin B12 import system permease protein BtuC
COFJJGOO_00280	CDS	819	fecE		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
COFJJGOO_00281	CDS	1251	caiA	1.3.8.13		Crotonobetainyl-CoA reductase
COFJJGOO_00282	CDS	507	rppH	3.6.1.-		RNA pyrophosphohydrolase
COFJJGOO_00283	CDS	576				hypothetical protein
COFJJGOO_00284	CDS	1134				hypothetical protein
COFJJGOO_00285	CDS	633	natA	7.2.2.4	COG4555	ABC transporter ATP-binding protein NatA
COFJJGOO_00286	CDS	669				hypothetical protein
COFJJGOO_00287	CDS	726				hypothetical protein
COFJJGOO_00288	CDS	528	ccmE			Cytochrome c-type biogenesis protein CcmE
COFJJGOO_00289	CDS	2010	ccmF		COG1138	Cytochrome c-type biogenesis protein CcmF
COFJJGOO_00290	CDS	564	dsbE		COG0526	Thiol:disulfide interchange protein DsbE
COFJJGOO_00291	CDS	510				hypothetical protein
COFJJGOO_00292	CDS	1134				hypothetical protein
COFJJGOO_00293	CDS	1143	mrp_1		COG0489	Iron-sulfur cluster carrier protein
COFJJGOO_00294	CDS	231				hypothetical protein
COFJJGOO_00295	CDS	1458	pdtaS	2.7.13.3	COG3920	putative sensor histidine kinase pdtaS
COFJJGOO_00296	CDS	681				hypothetical protein
COFJJGOO_00297	CDS	927	yegS	2.7.1.-		lipid kinase YegS
COFJJGOO_00298	CDS	774	etfB		COG2086	Electron transfer flavoprotein subunit beta
COFJJGOO_00299	CDS	951	etfA		COG2025	Electron transfer flavoprotein subunit alpha
COFJJGOO_00300	CDS	144				hypothetical protein
COFJJGOO_00301	CDS	1065				hypothetical protein
COFJJGOO_00302	CDS	813	novR	4.1.-.-		Decarboxylase NovR
COFJJGOO_00303	CDS	1641	glpD2	1.1.5.3	COG0578	Glycerol-3-phosphate dehydrogenase 2
COFJJGOO_00304	CDS	786				hypothetical protein
COFJJGOO_00305	CDS	213				hypothetical protein
COFJJGOO_00306	CDS	315	prcB	3.4.25.1	COG0638	Proteasome subunit beta
COFJJGOO_00307	CDS	684	prcA1	3.4.25.1		Proteasome subunit alpha 1
COFJJGOO_00308	CDS	1362	pafA	6.3.1.19		Pup--protein ligase
COFJJGOO_00309	CDS	507	gpt	2.4.2.22		Xanthine phosphoribosyltransferase
COFJJGOO_00310	CDS	849				hypothetical protein
COFJJGOO_00311	CDS	498				hypothetical protein
COFJJGOO_00312	CDS	1464	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
COFJJGOO_00313	CDS	441	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
COFJJGOO_00314	CDS	156				hypothetical protein
COFJJGOO_00315	CDS	1470		4.1.1.105	COG0076	Tryptophan decarboxylase
COFJJGOO_00316	CDS	813	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
COFJJGOO_00317	CDS	975	fgd_2	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
COFJJGOO_00318	CDS	552				hypothetical protein
COFJJGOO_00319	CDS	507				hypothetical protein
COFJJGOO_00320	CDS	882	fgd_3	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
COFJJGOO_00321	CDS	684				hypothetical protein
COFJJGOO_00322	CDS	978				hypothetical protein
COFJJGOO_00323	CDS	903				hypothetical protein
COFJJGOO_00324	CDS	222				hypothetical protein
COFJJGOO_00325	CDS	1353		1.14.13.239		Carnitine monooxygenase oxygenase subunit
COFJJGOO_00326	CDS	1851			COG1132	putative ABC transporter ATP-binding protein
COFJJGOO_00327	CDS	453		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
COFJJGOO_00328	CDS	273				hypothetical protein
COFJJGOO_00329	CDS	843				hypothetical protein
COFJJGOO_00330	CDS	381	fkbP	5.2.1.8		FK506-binding protein
COFJJGOO_00331	CDS	2586	ubiB	2.7.-.-		protein kinase UbiB
COFJJGOO_00332	CDS	255	secF			Protein-export membrane protein SecF
COFJJGOO_00333	CDS	531	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
COFJJGOO_00334	CDS	2262	relA		COG0317	Bifunctional (p)ppGpp synthase/hydrolase RelA
COFJJGOO_00335	CDS	606				hypothetical protein
COFJJGOO_00336	CDS	192				hypothetical protein
COFJJGOO_00337	tRNA	75				tRNA-Ile(gat)
COFJJGOO_00338	CDS	639				hypothetical protein
COFJJGOO_00339	CDS	1224	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
