locus_tag	ftype	length_bp	gene	EC_number	COG	product
CHJAGGFN_00031	CDS	699	natA	7.2.2.4	COG4555	ABC transporter ATP-binding protein NatA
CHJAGGFN_00032	CDS	930				hypothetical protein
CHJAGGFN_00033	CDS	687				hypothetical protein
CHJAGGFN_00034	CDS	1023				hypothetical protein
CHJAGGFN_00035	CDS	1236				hypothetical protein
CHJAGGFN_00036	CDS	918				hypothetical protein
CHJAGGFN_00037	CDS	759				hypothetical protein
CHJAGGFN_00038	CDS	1449	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
CHJAGGFN_00039	CDS	639	recX			Regulatory protein RecX
CHJAGGFN_00040	CDS	675	rnd	3.1.13.5		Ribonuclease D
CHJAGGFN_00041	CDS	1083	arnC	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
CHJAGGFN_00042	CDS	117				hypothetical protein
CHJAGGFN_00043	CDS	651				hypothetical protein
CHJAGGFN_00044	CDS	435	fliS		COG1516	Flagellar secretion chaperone FliS
CHJAGGFN_00045	CDS	453				hypothetical protein
CHJAGGFN_00046	CDS	1740				hypothetical protein
CHJAGGFN_00047	CDS	2343				hypothetical protein
CHJAGGFN_00048	CDS	1002	iolG	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
CHJAGGFN_00049	CDS	879				hypothetical protein
CHJAGGFN_00050	CDS	204				hypothetical protein
CHJAGGFN_00051	CDS	441	fliP		COG1338	Flagellar biosynthetic protein FliP
CHJAGGFN_00052	CDS	273	fliQ		COG1987	Flagellar biosynthetic protein FliQ
CHJAGGFN_00053	CDS	678				hypothetical protein
CHJAGGFN_00054	CDS	345				hypothetical protein
CHJAGGFN_00055	CDS	729	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
CHJAGGFN_00056	CDS	351				hypothetical protein
CHJAGGFN_00057	CDS	432		3.1.-.-	COG0824	Putative esterase
CHJAGGFN_00058	CDS	468				hypothetical protein
CHJAGGFN_00059	CDS	1014				hypothetical protein
CHJAGGFN_00060	CDS	471				hypothetical protein
CHJAGGFN_00061	CDS	366				hypothetical protein
CHJAGGFN_00062	CDS	327				hypothetical protein
CHJAGGFN_00063	CDS	792	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
CHJAGGFN_00064	CDS	768	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
CHJAGGFN_00065	CDS	1413	sasA	2.7.-.-		Adaptive-response sensory-kinase SasA
CHJAGGFN_00066	CDS	201				hypothetical protein
CHJAGGFN_00067	CDS	1470	pnp	2.7.7.8		Polyribonucleotide nucleotidyltransferase
CHJAGGFN_00068	CDS	618				hypothetical protein
CHJAGGFN_00069	CDS	621				hypothetical protein
CHJAGGFN_00070	CDS	252				hypothetical protein
CHJAGGFN_00071	CDS	219				hypothetical protein
CHJAGGFN_00072	CDS	258				hypothetical protein
CHJAGGFN_00073	CDS	1581	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
CHJAGGFN_00074	CDS	231				hypothetical protein
CHJAGGFN_00075	CDS	222				hypothetical protein
CHJAGGFN_00076	CDS	1128	dnaN			Beta sliding clamp
CHJAGGFN_00077	CDS	717	npt	2.7.8.7		4'-phosphopantetheinyl transferase Npt
CHJAGGFN_00078	CDS	651				hypothetical protein
CHJAGGFN_00079	CDS	999	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
CHJAGGFN_00080	CDS	1083	surA	5.2.1.8		Chaperone SurA
CHJAGGFN_00081	CDS	852				hypothetical protein
CHJAGGFN_00082	CDS	612				hypothetical protein
CHJAGGFN_00083	CDS	741				hypothetical protein
CHJAGGFN_00084	CDS	1131	dauA	1.4.99.6		FAD-dependent catabolic D-arginine dehydrogenase DauA
CHJAGGFN_00085	CDS	378				hypothetical protein
CHJAGGFN_00086	CDS	939		5.1.3.2	COG1088	UDP-glucose 4-epimerase
CHJAGGFN_00087	CDS	339				hypothetical protein
CHJAGGFN_00088	CDS	1146	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
CHJAGGFN_00089	CDS	2904				hypothetical protein
CHJAGGFN_00090	CDS	234				hypothetical protein
CHJAGGFN_00091	CDS	384	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
CHJAGGFN_00092	CDS	1035		1.-.-.-		NADH oxidase
CHJAGGFN_00093	CDS	363	hisE	3.6.1.31		Phosphoribosyl-ATP pyrophosphatase
CHJAGGFN_00094	CDS	1461	glnG		COG2204	DNA-binding transcriptional regulator NtrC
CHJAGGFN_00095	CDS	1278				hypothetical protein
CHJAGGFN_00096	CDS	282				hypothetical protein
CHJAGGFN_00097	CDS	1188				hypothetical protein
CHJAGGFN_00098	CDS	288				hypothetical protein
CHJAGGFN_00099	CDS	651	tmk	2.7.4.9	COG0125	Thymidylate kinase
CHJAGGFN_00100	CDS	510				hypothetical protein
CHJAGGFN_00101	CDS	300				hypothetical protein
CHJAGGFN_00102	CDS	462	ribH	2.5.1.78		6,7-dimethyl-8-ribityllumazine synthase
CHJAGGFN_00103	CDS	180				hypothetical protein
CHJAGGFN_00104	CDS	603				hypothetical protein
CHJAGGFN_00105	CDS	1560				hypothetical protein
CHJAGGFN_00106	CDS	1062				hypothetical protein
CHJAGGFN_00107	CDS	627	cc4		COG2863	Cytochrome c4
CHJAGGFN_00108	CDS	1017				hypothetical protein
CHJAGGFN_00109	CDS	261				hypothetical protein
CHJAGGFN_00110	CDS	858				hypothetical protein
CHJAGGFN_00111	CDS	453				hypothetical protein
CHJAGGFN_00112	CDS	1113				hypothetical protein
CHJAGGFN_00113	CDS	291				hypothetical protein
CHJAGGFN_00114	CDS	1191	sdhA	1.3.5.-	COG1053	8-methylmenaquinol:fumarate reductase flavoprotein subunit
CHJAGGFN_00115	CDS	738	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
CHJAGGFN_00116	CDS	165				hypothetical protein
CHJAGGFN_00117	CDS	852				hypothetical protein
CHJAGGFN_00118	CDS	1722				hypothetical protein
CHJAGGFN_00119	CDS	1716				hypothetical protein
CHJAGGFN_00120	CDS	1143	mshA	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
CHJAGGFN_00121	CDS	279				hypothetical protein
CHJAGGFN_00122	CDS	1032				hypothetical protein
CHJAGGFN_00123	CDS	1407	hldE		COG2870	Bifunctional protein HldE
CHJAGGFN_00124	CDS	1293	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
CHJAGGFN_00125	CDS	270				hypothetical protein
CHJAGGFN_00126	CDS	123				hypothetical protein
CHJAGGFN_00127	CDS	573	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
CHJAGGFN_00128	CDS	813				hypothetical protein
CHJAGGFN_00129	CDS	447				hypothetical protein
CHJAGGFN_00130	CDS	486				hypothetical protein
CHJAGGFN_00131	CDS	903	melD_2		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
CHJAGGFN_00132	CDS	882	araQ_2		COG0395	L-arabinose transport system permease protein AraQ
CHJAGGFN_00133	CDS	159				hypothetical protein
CHJAGGFN_00134	CDS	1584				hypothetical protein
CHJAGGFN_00135	CDS	933		3.6.-.-	COG1703	putative GTPase
CHJAGGFN_00136	CDS	453	moaE	2.8.1.12		Molybdopterin synthase catalytic subunit
CHJAGGFN_00137	CDS	1152				hypothetical protein
CHJAGGFN_00138	CDS	408				hypothetical protein
CHJAGGFN_00139	CDS	411				hypothetical protein
CHJAGGFN_00140	CDS	267				hypothetical protein
CHJAGGFN_00141	CDS	957				hypothetical protein
CHJAGGFN_00142	CDS	810	tlyA	2.1.1.226	COG1189	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
CHJAGGFN_00143	CDS	192				hypothetical protein
CHJAGGFN_00144	CDS	387				hypothetical protein
CHJAGGFN_00145	CDS	213				hypothetical protein
CHJAGGFN_00146	CDS	168				hypothetical protein
CHJAGGFN_00147	CDS	582	def	3.5.1.88	COG0242	Peptide deformylase
CHJAGGFN_00148	CDS	687	phnX	3.11.1.1		Phosphonoacetaldehyde hydrolase
CHJAGGFN_00149	CDS	135				hypothetical protein
CHJAGGFN_00150	CDS	588	tadA	3.5.4.33		tRNA-specific adenosine deaminase
CHJAGGFN_00151	CDS	1029	argC	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
CHJAGGFN_00152	CDS	885				hypothetical protein
CHJAGGFN_00153	CDS	2061				hypothetical protein
CHJAGGFN_00154	CDS	501				hypothetical protein
CHJAGGFN_00155	CDS	459	fliN		COG1886	Flagellar motor switch protein FliN
CHJAGGFN_00156	CDS	420				hypothetical protein
CHJAGGFN_00157	CDS	504				hypothetical protein
CHJAGGFN_00158	CDS	354	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
CHJAGGFN_00159	CDS	267				hypothetical protein
CHJAGGFN_00160	CDS	849	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
CHJAGGFN_00161	CDS	312				hypothetical protein
CHJAGGFN_00162	CDS	981	oat2	2.3.1.35	COG1364	Glutamate N-acetyltransferase 2
CHJAGGFN_00163	CDS	888	hslO			33 kDa chaperonin
CHJAGGFN_00164	CDS	1020	hemH	4.99.1.1	COG0276	Ferrochelatase
CHJAGGFN_00165	CDS	876			COG1090	Epimerase family protein
CHJAGGFN_00166	CDS	630	yfcG	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
CHJAGGFN_00167	CDS	1125				hypothetical protein
CHJAGGFN_00168	CDS	2913	bepE			Efflux pump membrane transporter BepE
CHJAGGFN_00169	CDS	198				hypothetical protein
CHJAGGFN_00170	CDS	243				hypothetical protein
CHJAGGFN_00171	CDS	996	era		COG1159	GTPase Era
CHJAGGFN_00172	CDS	363				hypothetical protein
CHJAGGFN_00173	CDS	1743	dnaG	2.7.7.-		DNA primase
CHJAGGFN_00174	CDS	432				hypothetical protein
CHJAGGFN_00175	CDS	216				hypothetical protein
CHJAGGFN_00176	CDS	1104				hypothetical protein
CHJAGGFN_00177	CDS	315				hypothetical protein
CHJAGGFN_00178	CDS	309				hypothetical protein
CHJAGGFN_00179	CDS	456				hypothetical protein
CHJAGGFN_00180	CDS	861	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
CHJAGGFN_00181	CDS	1152	braC		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
CHJAGGFN_00182	CDS	663		4.3.2.3		Ureidoglycolate lyase
CHJAGGFN_00183	CDS	756				hypothetical protein
CHJAGGFN_00184	CDS	279				hypothetical protein
CHJAGGFN_00185	CDS	1251	mtaD	3.5.4.28	COG0402	5-methylthioadenosine/S-adenosylhomocysteine deaminase
CHJAGGFN_00186	CDS	870	scpA		COG1354	Segregation and condensation protein A
CHJAGGFN_00187	CDS	1335	exeD			Secretin ExeD
CHJAGGFN_00188	CDS	789				hypothetical protein
CHJAGGFN_00189	CDS	486				hypothetical protein
CHJAGGFN_00190	CDS	768	prfB			Peptide chain release factor 2
CHJAGGFN_00191	CDS	1716	coxN	1.9.3.1	COG0843	Alternative cytochrome c oxidase subunit 1
CHJAGGFN_00192	CDS	810				hypothetical protein
CHJAGGFN_00193	CDS	102				hypothetical protein
CHJAGGFN_00194	CDS	924	cyoE	2.5.1.141		Protoheme IX farnesyltransferase
CHJAGGFN_00195	CDS	381				hypothetical protein
CHJAGGFN_00196	CDS	357				hypothetical protein
CHJAGGFN_00197	CDS	483	nusB		COG0781	Transcription antitermination protein NusB
CHJAGGFN_00198	CDS	1029	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
CHJAGGFN_00199	CDS	537				hypothetical protein
CHJAGGFN_00200	CDS	222				hypothetical protein
CHJAGGFN_00201	CDS	291				hypothetical protein
CHJAGGFN_00202	CDS	444				hypothetical protein
CHJAGGFN_00203	CDS	1281				hypothetical protein
CHJAGGFN_00204	CDS	399				hypothetical protein
CHJAGGFN_00205	CDS	1167	egtE	4.4.-.-		hercynylcysteine sulfoxide lyase
CHJAGGFN_00206	CDS	381				hypothetical protein
CHJAGGFN_00207	CDS	534				hypothetical protein
CHJAGGFN_00208	CDS	633				hypothetical protein
CHJAGGFN_00209	CDS	291				hypothetical protein
CHJAGGFN_00210	CDS	564				hypothetical protein
CHJAGGFN_00211	CDS	273				hypothetical protein
CHJAGGFN_00212	CDS	675	cmk	2.7.4.25		Cytidylate kinase
CHJAGGFN_00213	CDS	2661	cpoB			Cell division coordinator CpoB
CHJAGGFN_00214	CDS	1068	selU	2.5.1.-	COG2603	tRNA 2-selenouridine synthase
CHJAGGFN_00215	CDS	552	recA			Protein RecA
CHJAGGFN_00216	CDS	579				hypothetical protein
CHJAGGFN_00217	CDS	2031	relA		COG0317	Bifunctional (p)ppGpp synthase/hydrolase RelA
CHJAGGFN_00218	CDS	1464				hypothetical protein
CHJAGGFN_00219	CDS	720				hypothetical protein
CHJAGGFN_00220	CDS	906	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
CHJAGGFN_00221	CDS	1041				hypothetical protein
CHJAGGFN_00222	CDS	744	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
CHJAGGFN_00223	CDS	879	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
CHJAGGFN_00224	CDS	204				hypothetical protein
CHJAGGFN_00225	CDS	1317	melA	3.2.1.22	COG1486	Alpha-galactosidase
CHJAGGFN_00226	CDS	288				hypothetical protein
CHJAGGFN_00227	CDS	2031	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
CHJAGGFN_00228	CDS	1338				hypothetical protein
CHJAGGFN_00229	CDS	453				hypothetical protein
CHJAGGFN_00230	CDS	624				hypothetical protein
