locus_tag	ftype	length_bp	gene	EC_number	COG	product
OFNEJNIJ_00161	CDS	141				hypothetical protein
OFNEJNIJ_00162	CDS	102				hypothetical protein
OFNEJNIJ_00163	CDS	756	rocA1	1.2.1.88	COG1012	1-pyrroline-5-carboxylate dehydrogenase 1
OFNEJNIJ_00164	CDS	1215				hypothetical protein
OFNEJNIJ_00165	CDS	495				hypothetical protein
OFNEJNIJ_00166	CDS	210				hypothetical protein
OFNEJNIJ_00167	CDS	405				hypothetical protein
OFNEJNIJ_00168	CDS	633	liaR_2		COG2197	Transcriptional regulatory protein LiaR
OFNEJNIJ_00169	CDS	1236	tap_1			Multidrug efflux pump Tap
OFNEJNIJ_00170	CDS	384				hypothetical protein
OFNEJNIJ_00171	CDS	1434		2.3.1.20		Putative diacyglycerol O-acyltransferase
OFNEJNIJ_00172	CDS	345				hypothetical protein
OFNEJNIJ_00173	CDS	246				hypothetical protein
OFNEJNIJ_00174	CDS	387				hypothetical protein
OFNEJNIJ_00175	CDS	1227				hypothetical protein
OFNEJNIJ_00176	CDS	1062				hypothetical protein
OFNEJNIJ_00177	CDS	372				hypothetical protein
OFNEJNIJ_00178	CDS	600				hypothetical protein
OFNEJNIJ_00179	CDS	684	ligC	6.5.1.1	COG1793	DNA ligase C
OFNEJNIJ_00180	CDS	948	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
OFNEJNIJ_00181	CDS	1299				hypothetical protein
OFNEJNIJ_00182	CDS	252	rimP			Ribosome maturation factor RimP
OFNEJNIJ_00183	CDS	1005	nusA		COG0195	Transcription termination/antitermination protein NusA
OFNEJNIJ_00184	CDS	858				hypothetical protein
OFNEJNIJ_00185	CDS	1842	infB		COG0532	Translation initiation factor IF-2
OFNEJNIJ_00186	CDS	297				hypothetical protein
OFNEJNIJ_00187	CDS	447	rbfA		COG0858	Ribosome-binding factor A
OFNEJNIJ_00188	CDS	933	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
OFNEJNIJ_00189	CDS	969	ribF			Bifunctional riboflavin kinase/FMN adenylyltransferase
OFNEJNIJ_00190	CDS	1212				hypothetical protein
OFNEJNIJ_00191	CDS	270	rpsO			30S ribosomal protein S15
OFNEJNIJ_00192	CDS	930				hypothetical protein
OFNEJNIJ_00193	CDS	243				hypothetical protein
OFNEJNIJ_00194	CDS	168				hypothetical protein
OFNEJNIJ_00195	CDS	762	mca	3.5.1.115	COG2120	Mycothiol S-conjugate amidase
OFNEJNIJ_00196	CDS	744	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
OFNEJNIJ_00197	CDS	612	ald	1.4.1.1	COG0686	Alanine dehydrogenase
OFNEJNIJ_00198	CDS	1248	rcsC	2.7.13.3		Sensor histidine kinase RcsC
OFNEJNIJ_00199	CDS	456				hypothetical protein
OFNEJNIJ_00200	CDS	1119	wecA	2.7.8.35	COG0472	Decaprenyl-phosphate N-acetylglucosaminephosphotransferase
OFNEJNIJ_00201	CDS	483	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
OFNEJNIJ_00202	CDS	429				hypothetical protein
OFNEJNIJ_00203	CDS	1287	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
OFNEJNIJ_00204	CDS	1020	fba	4.1.2.13		Fructose-bisphosphate aldolase
OFNEJNIJ_00205	CDS	1152	nlhH	3.1.1.1	COG0657	Carboxylesterase NlhH
OFNEJNIJ_00206	CDS	330	fabG1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG1
OFNEJNIJ_00207	CDS	828				Green-light absorbing proteorhodopsin
OFNEJNIJ_00208	CDS	1290				hypothetical protein
OFNEJNIJ_00209	CDS	1296				hypothetical protein
OFNEJNIJ_00210	CDS	1002				hypothetical protein
OFNEJNIJ_00211	CDS	252				hypothetical protein
OFNEJNIJ_00212	CDS	534				hypothetical protein
OFNEJNIJ_00213	CDS	543				hypothetical protein
OFNEJNIJ_00214	CDS	1140	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
OFNEJNIJ_00215	CDS	756	glpF		COG0580	Glycerol uptake facilitator protein
OFNEJNIJ_00216	CDS	1530	yhdG		COG0531	putative amino acid permease YhdG
OFNEJNIJ_00217	CDS	393				hypothetical protein
OFNEJNIJ_00218	CDS	267				hypothetical protein
OFNEJNIJ_00219	CDS	1707	ettA_1		COG0488	Energy-dependent translational throttle protein EttA
OFNEJNIJ_00220	CDS	414	glbO		COG2346	Group 2 truncated hemoglobin GlbO
OFNEJNIJ_00221	CDS	1536				hypothetical protein
OFNEJNIJ_00222	CDS	267				hypothetical protein
OFNEJNIJ_00223	CDS	1146				hypothetical protein
OFNEJNIJ_00224	CDS	894				hypothetical protein
OFNEJNIJ_00225	CDS	1485	glpK	2.7.1.30	COG0554	Glycerol kinase
OFNEJNIJ_00226	CDS	264				hypothetical protein
OFNEJNIJ_00227	CDS	531				hypothetical protein
OFNEJNIJ_00228	CDS	258				hypothetical protein
OFNEJNIJ_00229	CDS	252				hypothetical protein
OFNEJNIJ_00230	CDS	195				hypothetical protein
OFNEJNIJ_00231	CDS	675				hypothetical protein
OFNEJNIJ_00232	CDS	1539				hypothetical protein
OFNEJNIJ_00233	CDS	555				hypothetical protein
OFNEJNIJ_00234	CDS	891				hypothetical protein
OFNEJNIJ_00235	CDS	2574	valS	6.1.1.9	COG0525	Valine--tRNA ligase
OFNEJNIJ_00236	CDS	1041				hypothetical protein
OFNEJNIJ_00237	CDS	159				hypothetical protein
OFNEJNIJ_00238	CDS	1428				hypothetical protein
OFNEJNIJ_00239	CDS	1230		2.1.1.-	COG2230	putative fatty acid methyltransferase
OFNEJNIJ_00240	CDS	159				hypothetical protein
OFNEJNIJ_00241	CDS	300				hypothetical protein
OFNEJNIJ_00242	CDS	795				hypothetical protein
OFNEJNIJ_00243	CDS	594				hypothetical protein
OFNEJNIJ_00244	CDS	936	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
OFNEJNIJ_00245	CDS	870	ksgA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
OFNEJNIJ_00246	CDS	852	tatD	3.1.-.-	COG0084	putative metal-dependent hydrolase TatD
OFNEJNIJ_00247	CDS	1590	metG	6.1.1.10	COG0143	Methionine--tRNA ligase
OFNEJNIJ_00248	CDS	1215				hypothetical protein
OFNEJNIJ_00249	CDS	831				hypothetical protein
OFNEJNIJ_00250	CDS	198				hypothetical protein
OFNEJNIJ_00251	CDS	339				hypothetical protein
OFNEJNIJ_00252	CDS	612	pdtaR		COG3707	putative transcriptional regulatory protein pdtaR
OFNEJNIJ_00253	tRNA	75				tRNA-Leu(caa)
OFNEJNIJ_00254	CDS	420	nusB		COG0781	Transcription antitermination protein NusB
OFNEJNIJ_00255	CDS	561	efp		COG0231	Elongation factor P
OFNEJNIJ_00256	CDS	285		3.4.-.-		putative peptidase
OFNEJNIJ_00257	CDS	426	argR		COG1438	Arginine repressor
OFNEJNIJ_00258	CDS	1209	argG	6.3.4.5	COG0137	Argininosuccinate synthase
OFNEJNIJ_00259	CDS	1419	argH	4.3.2.1	COG0165	Argininosuccinate lyase
OFNEJNIJ_00260	CDS	384				hypothetical protein
OFNEJNIJ_00261	CDS	1365	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
OFNEJNIJ_00262	rRNA	932				16S ribosomal RNA (partial)
OFNEJNIJ_00263	CDS	1143	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
OFNEJNIJ_00264	CDS	1497	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
OFNEJNIJ_00265	CDS	507				hypothetical protein
OFNEJNIJ_00266	CDS	273				hypothetical protein
OFNEJNIJ_00267	CDS	618				hypothetical protein
OFNEJNIJ_00268	CDS	954	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
OFNEJNIJ_00269	CDS	1095				hypothetical protein
OFNEJNIJ_00270	CDS	411	cobB	2.3.1.286	COG0846	NAD-dependent protein deacylase
OFNEJNIJ_00271	CDS	1245				hypothetical protein
OFNEJNIJ_00272	CDS	141				hypothetical protein
OFNEJNIJ_00273	CDS	1695			COG0659	putative sulfate transporter
OFNEJNIJ_00274	CDS	180				hypothetical protein
OFNEJNIJ_00275	CDS	906				hypothetical protein
OFNEJNIJ_00276	CDS	1839	ettA_2		COG0488	Energy-dependent translational throttle protein EttA
OFNEJNIJ_00277	CDS	1797				hypothetical protein
OFNEJNIJ_00278	CDS	603	lemA		COG1704	Protein LemA
OFNEJNIJ_00279	CDS	462				hypothetical protein
OFNEJNIJ_00280	CDS	1149	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
OFNEJNIJ_00281	CDS	660	pepE	3.4.13.-	COG0006	putative dipeptidase PepE
OFNEJNIJ_00282	CDS	765				hypothetical protein
OFNEJNIJ_00283	CDS	1161	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
OFNEJNIJ_00284	CDS	1041				hypothetical protein
OFNEJNIJ_00285	CDS	654	trkA_1		COG0569	Trk system potassium uptake protein TrkA
OFNEJNIJ_00286	CDS	687	trkA_2		COG0569	Trk system potassium uptake protein TrkA
OFNEJNIJ_00287	CDS	720				hypothetical protein
OFNEJNIJ_00288	CDS	378				hypothetical protein
OFNEJNIJ_00289	CDS	726				hypothetical protein
OFNEJNIJ_00290	CDS	723				hypothetical protein
OFNEJNIJ_00291	CDS	465	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
OFNEJNIJ_00292	CDS	402				hypothetical protein
OFNEJNIJ_00293	CDS	534				hypothetical protein
OFNEJNIJ_00294	CDS	255				hypothetical protein
OFNEJNIJ_00295	CDS	294				hypothetical protein
OFNEJNIJ_00296	CDS	519	yrdA		COG0663	Protein YrdA
OFNEJNIJ_00297	CDS	810	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase SuhB
OFNEJNIJ_00298	CDS	372	hemH	4.99.1.1	COG0276	Ferrochelatase
OFNEJNIJ_00299	CDS	153				hypothetical protein
OFNEJNIJ_00300	CDS	924	dppB		COG0601	Dipeptide transport system permease protein DppB
OFNEJNIJ_00301	CDS	915	oppC		COG1173	Oligopeptide transport system permease protein OppC
OFNEJNIJ_00302	CDS	999	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
OFNEJNIJ_00303	CDS	234				hypothetical protein
OFNEJNIJ_00304	CDS	906				hypothetical protein
OFNEJNIJ_00305	CDS	1128				hypothetical protein
OFNEJNIJ_00306	CDS	147				hypothetical protein
OFNEJNIJ_00307	CDS	453				hypothetical protein
OFNEJNIJ_00308	CDS	1353				hypothetical protein
OFNEJNIJ_00309	CDS	1131	smtB	2.8.3.22	COG1804	Succinyl-CoA--L-malate CoA-transferase beta subunit
OFNEJNIJ_00310	CDS	1284				hypothetical protein
OFNEJNIJ_00311	tRNA	76				tRNA-Val(tac)
OFNEJNIJ_00312	CDS	459	ahpE	1.11.1.15	COG1225	Alkyl hydroperoxide reductase E
OFNEJNIJ_00313	CDS	390				putative protein
OFNEJNIJ_00314	CDS	414	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
OFNEJNIJ_00315	CDS	2073	uvrD2	3.6.4.12	COG0210	ATP-dependent DNA helicase UvrD2
OFNEJNIJ_00316	CDS	909	ubiB	2.7.-.-		protein kinase UbiB
OFNEJNIJ_00317	CDS	789	bceA		COG1136	Bacitracin export ATP-binding protein BceA
OFNEJNIJ_00318	CDS	2505	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
OFNEJNIJ_00319	CDS	174	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
OFNEJNIJ_00320	CDS	1308				hypothetical protein
OFNEJNIJ_00321	CDS	1200		1.6.99.-	COG1252	NADH dehydrogenase-like protein
OFNEJNIJ_00322	CDS	258				hypothetical protein
OFNEJNIJ_00323	CDS	768				hypothetical protein
OFNEJNIJ_00324	CDS	1428	ahcY	3.3.1.1		Adenosylhomocysteinase
OFNEJNIJ_00325	CDS	351				hypothetical protein
OFNEJNIJ_00326	CDS	465				hypothetical protein
OFNEJNIJ_00327	CDS	1752	mviN		COG0728	putative peptidoglycan biosynthesis protein MviN
OFNEJNIJ_00328	CDS	189				hypothetical protein
OFNEJNIJ_00329	CDS	507	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
OFNEJNIJ_00330	CDS	471		3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
OFNEJNIJ_00331	CDS	1176	mltG	4.2.2.-		Endolytic murein transglycosylase
OFNEJNIJ_00332	CDS	840	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
OFNEJNIJ_00333	CDS	294				hypothetical protein
OFNEJNIJ_00334	CDS	303				hypothetical protein
OFNEJNIJ_00335	CDS	882				hypothetical protein
OFNEJNIJ_00336	CDS	510				hypothetical protein
OFNEJNIJ_00337	CDS	768	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
OFNEJNIJ_00338	CDS	1311	rip1	3.4.24.-		Zinc metalloprotease Rip1
OFNEJNIJ_00339	CDS	1152	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
OFNEJNIJ_00340	CDS	1629	caeA	3.1.1.-		Carboxylesterase A
OFNEJNIJ_00341	CDS	705	cysE	2.3.1.30	COG1045	Serine acetyltransferase
OFNEJNIJ_00342	CDS	150				hypothetical protein
OFNEJNIJ_00343	CDS	399	zur		COG0735	Zinc uptake regulation protein
OFNEJNIJ_00344	CDS	132				hypothetical protein
OFNEJNIJ_00345	CDS	1563	qacA		COG0477	Antiseptic resistance protein
OFNEJNIJ_00346	CDS	579				hypothetical protein
OFNEJNIJ_00347	CDS	294				hypothetical protein
OFNEJNIJ_00348	CDS	690				hypothetical protein
OFNEJNIJ_00349	CDS	288				hypothetical protein
OFNEJNIJ_00350	CDS	231				hypothetical protein
OFNEJNIJ_00351	CDS	285				hypothetical protein
OFNEJNIJ_00352	CDS	192				hypothetical protein
OFNEJNIJ_00353	CDS	216				hypothetical protein
OFNEJNIJ_00354	CDS	288				hypothetical protein
OFNEJNIJ_00355	CDS	543				hypothetical protein
OFNEJNIJ_00356	CDS	474				hypothetical protein
OFNEJNIJ_00357	CDS	453				hypothetical protein
OFNEJNIJ_00358	CDS	705		3.4.16.-	COG2027	Carboxypeptidase
OFNEJNIJ_00359	CDS	645				hypothetical protein
OFNEJNIJ_00360	CDS	288				hypothetical protein
OFNEJNIJ_00361	CDS	504				hypothetical protein
OFNEJNIJ_00362	CDS	804	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
OFNEJNIJ_00363	CDS	1395		2.1.1.-	COG0144	Putative methyltransferase
OFNEJNIJ_00364	CDS	660	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
OFNEJNIJ_00365	CDS	207	rpsF		COG0360	30S ribosomal protein S6
